Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Years of Availability,Citations per thousand dollars of funding per year,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Description,Category,Clinical/Technical,Centroids,%R01,%U01,%R44,%U24,%R21,%U54
10,111,56113509,434.0,0.05128205128205128,0.27307692307692316,0.17941696176264885,0.36673688439119745,39,7.73432294173583,149,5.190820766265658e-05,313482.1480625963,10912236,0.2668408288900562,0.21468205729377574,0.3189996004863367,0.06448346571494146, , , ,"['movement', 'motor', 'spinal', 'cord', 'injury', 'stimulation', 'hand', 'rehabilitation', 'interface', 'cortex', 'recovery', 'impairment', 'object', 'neuron', 'lower']",0.44144144144144143,0.11711711711711711,0.0,0.0,0.05405405405405406,0.0
11,36,16284556,149.0,0.6,0.82,0.6457945905447147,0.9942054094552852,5,9.149773564597032,15,0.0006099849043064688,52720.0242243081,6862264,0.322680542229336,0.2699306786159316,0.3754304058427404,0.15664192821061412, , , ,"['medication', 'adherence', 'hiv', 'men', 'mobile', 'adolescent', 'cardiovascular', 'monitoring', 'pressure', 'participant', 'blood', 'youth', 'sex', 'infection', 'pilot']",0.25,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0
12,31,20623148,81.0,0.3333333333333333,0.5666666666666667,0.16525932232649915,0.9680740110068342,3,3.9276254042302368,12,0.0003273021170191864,115061.00097663006,4984854,0.27671617357502204,0.2205638700675746,0.33286847708246947,0.3084735107868831, , , ,"['aphasia', 'language', 'stroke', 'recovery', 'communication', 'deficit', 'month', 'acute', 'variant', 'fmri', 'impairment', 'aim identify', 'stimulation', 'neuroimaging', 'connection']",0.5483870967741935,0.0,0.0,0.0,0.0,0.0
13,103,38455275,182.0,0.0,0.22749999999999998,0.10467259533958148,0.35032740466041845,20,4.73277073171366,38,0.00012454659820299106,447680.1576695868,6328469,0.20506752903924227,0.16382694076021298,0.24630811731827157,0.20319602814322596, , , ,"['speech', 'language', 'motor', 'production', 'communication', 'hearing', 'perception', 'movement', 'psychosis', 'person', 'auditory', 'impairment', 'sound', 'device', 'temporal']",0.5436893203883495,0.06796116504854369,0.04854368932038835,0.0,0.08737864077669903,0.0
14,37,16983141,157.0,0.4,0.4,-0.0404471255951766,0.8404471255951766,5,9.244461904897333,24,0.00038518591270405553,285736.30315073364,2189767,0.15940884971886504,0.09812361404381634,0.22069408539391375,0.125342302847379, , , ,"['parameter', 'monitoring', 'mr', 'severity', 'tumor', 'combining', 'modality', 'mri', 'tomography', 'planning', 'breast', 'obtained', 'prototype', 'protocol', 'procedure']",0.6486486486486487,0.13513513513513514,0.08108108108108109,0.0,0.10810810810810811,0.0
15,190,79213384,606.0,0.08,0.37200000000000005,0.2807904135658688,0.4632095864341313,50,7.65022234121446,92,8.315459066537457e-05,1257063.774999369,9547104,0.1752210471302943,0.11377770262123306,0.23666439163935554,0.05690034845156421, , , ,"['big', 'big data', 'student', 'course', 'data science', 'skill', 'faculty', 'career', 'genomics', 'scientist', 'school', 'neuroscience', 'data analysis', 'statistic', 'background']",0.19473684210526315,0.005263157894736842,0.07368421052631578,0.0,0.021052631578947368,0.08421052631578947
16,238,128306757,114.0,0.1,0.295,0.09024342564816673,0.49975657435183324,10,0.8884956853831166,24,3.7020653557629864e-05,160995.35665979658,47761919,0.39744362791327614,0.37359013985632333,0.42129711597022895,0.05269464135520234, , , ,"['older', 'older adult', 'aging', 'dementia', 'fall', 'home', 'caregiver', 'person', 'depression', 'decline', 'alzheimer', 'cognition', 'mri', 'pathology', 'physical']",0.5,0.0,0.05042016806722689,0.0,0.03361344537815126,0.0
17,167,92935791,828.0,0.19047619047619047,0.4238095238095239,0.2712972633012354,0.5763217843178124,21,8.909377012780793,85,0.00010481620015036226,1806071.6310667186,13359360,0.15165498462954782,0.09381985475526777,0.20949011450382787,0.10980492614004564, , , ,"['variant', 'genetic variant', 'sequencing', 'rare', 'trait', 'genetic variation', 'splicing', 'gwas', 'regulatory', 'mapping', 'locus', 'mutation', 'dna', 'gene expression', 'causal']",0.5149700598802395,0.19161676646706588,0.005988023952095809,0.0,0.03592814371257485,0.005988023952095809
18,221,146456926,258.0,0.07894736842105263,0.225,0.1312224129574962,0.3187775870425038,38,1.7616100996138617,28,6.291464641478078e-05,737110.2753437128,36019650,0.2778484497182611,0.2324805703608217,0.3232163290757005,0.028135634452795318, , , ,"['asthma', 'chemical', 'microbiome', 'microbial', 'metabolite', 'metabolomics', 'molecule', 'metabolic', 'metabolism', 'mass', 'host', 'exposure', 'serum', 'severe', 'bacterial']",0.5339366515837104,0.049773755656108594,0.00904977375565611,0.06334841628959276,0.09049773755656108,0.0
19,190,111225274,898.0,0.12,0.4,0.2724767641789474,0.5275232358210526,25,8.073704543087931,81,9.967536472948064e-05,1911874.9102164397,21612150,0.16014051676874963,0.13082522022789295,0.1894558133096063,0.07833443194234169, , , ,"['regulatory', 'element', 'chromatin', 'encode', 'regulation', 'gene regulation', 'human genome', 'gene expression', 'cell type', 'dna', 'transcription', 'variant', 'assay', 'binding', 'differentiation']",0.5368421052631579,0.13157894736842105,0.0,0.021052631578947368,0.031578947368421054,0.0
20,79,24971442,2390.0,0.15384615384615385,0.4096153846153846,0.28178133949161,0.5374494297391592,26,95.70933068262538,166,0.0005765622330278638,473916.5145420335,2534701,0.14910114382350784,0.11049196915466653,0.18771031849234915,0.20877832055651763, , , ,"['language', 'child', 'infant', 'acquisition', 'statistical learning', 'natural language', 'word', 'language processing', 'impairment', 'natural', 'developmental', 'input', 'speech', 'memory', 'skill']",0.5443037974683544,0.0,0.0,0.0,0.0759493670886076,0.0
21,169,85599828,281.0,0.0,0.4131578947368421,0.27198945530138,0.5543263341723041,19,3.2827168764871817,63,5.210661708709812e-05,553930.3001031339,33462645,0.25837903042256954,0.20925484089871185,0.30750321994642726,0.17279476263441393, , , ,"['hiv', 'infection', 'hand', 'viral', 'men', 'resistance', 'neurocognitive', 'social medium', 'medium', 'substance', 'living', 'dna', 'sex', 'woman', 'impairment']",0.4437869822485207,0.05917159763313609,0.01775147928994083,0.0,0.11834319526627218,0.0
22,229,139516377,827.0,0.10810810810810811,0.46756756756756757,0.3646728766563286,0.5704622584788065,37,5.9276195224020185,86,6.892580840002347e-05,178722.89772187683,35495968,0.3977468959693825,0.37831945353708074,0.4171743384016843,-0.013988914318292961, , , ,"['neuron', 'circuit', 'memory', 'neuronal', 'neural circuit', 'cortex', 'cell type', 'mouse', 'cortical', 'connectivity', 'motor', 'signature', 'neuroscience', 'recording', 'reconstruction']",0.5152838427947598,0.07423580786026202,0.008733624454148471,0.004366812227074236,0.0611353711790393,0.05240174672489083
23,143,96992976,372.0,0.03571428571428571,0.25535714285714284,0.14294879141720387,0.36776549429708183,28,3.835329271678394,58,6.612636675307575e-05,275054.33468329004,22733855,0.33257932271214263,0.3056419983306969,0.3595166470935884,0.06653752269920891, , , ,"['adolescent', 'youth', 'substance', 'substance use', 'pa', 'child', 'physical activity', 'physical', 'anxiety', 'depression', 'mood', 'functioning', 'neurodevelopmental', 'neuroimaging', 'consortium']",0.34965034965034963,0.11188811188811189,0.006993006993006993,0.0979020979020979,0.04195804195804196,0.0
24,75,26877814,168.0,0.0,0.24999999999999994,0.0933390489730867,0.4066609510269132,10,6.250508318868492,93,6.720976686955367e-05,220311.71891403908,3357030,0.22789915586939416,0.16692652839252947,0.28887178334625885,0.19639598697755345, , , ,"['prostate', 'prostate cancer', 'biopsy', 'men', 'mri', 'tumor', 'pathology', 'classifier', 'segmentation', 'mr', 'organ', 'planning', 'pet', 'modality', 'radiation']",0.6,0.0,0.013333333333333334,0.0,0.13333333333333333,0.0
25,61,29258905,960.0,0.3,0.445,0.26970990896666996,0.62029009103333,20,32.81052383881078,47,0.000698096251889591,45483.153190345256,13869638,0.3752100007946673,0.30288130027235366,0.447538701316981,0.3513911773477218, , , ,"['seizure', 'epilepsy', 'recording', 'surgery', 'eeg', 'surgical', 'mri', 'onset', 'invasive', 'cortical', 'stimulation', 'frequency', 'biomarker', 'resolution', 'monitoring']",0.6229508196721312,0.03278688524590164,0.03278688524590164,0.0,0.06557377049180328,0.01639344262295082
26,120,57855308,586.0,0.125,0.378125,0.20033438177486507,0.5559156182251349,16,10.128716279584927,56,0.00018086993356401654,847245.6437288697,12779316,0.1766972230296217,0.1391875147618954,0.21420693129734802,0.05562323564955874, , , ,"['compound', 'toxicity', 'assay', 'drug discovery', 'vitro', 'vivo', 'screen', 'efficacy', 'screening', 'chemical', 'molecule', 'metabolomics', 'mouse', 'stem', 'virus']",0.26666666666666666,0.008333333333333333,0.21666666666666667,0.0,0.075,0.0
27,112,42883232,150.0,0.0,0.2772727272727273,0.10429265058819437,0.4502528039572602,11,3.497870682881365,18,0.00019432614904896472,4892.993955022112,23259032,0.5851789447084932,0.5400815384162564,0.63027635100073,0.07079098500533236, , , ,"['opioid', 'relapse', 'social medium', 'medium', 'use disorder', 'substance', 'smoking', 'addiction', 'abuse', 'substance use', 'recovery', 'mobile', 'ed', 'communication', 'content']",0.45535714285714285,0.008928571428571428,0.03571428571428571,0.0,0.08035714285714286,0.0
28,53,16584941,401.0,0.4,0.5900000000000001,0.22542562460313176,0.9545743753968684,5,24.17856053874415,23,0.0010512417625540935,14674.629463612913,10674180,0.42427796514726,0.3930322959712131,0.45552363432330695,0.2767348948704318, , , ,"['pd', 'stimulation', 'dysfunction', 'progression', 'biomarker', 'depression', 'motor', 'cortical', 'mri', 'blood', 'neurodegenerative', 'dementia', 'speech', 'cognitive impairment', 'impairment']",0.37735849056603776,0.018867924528301886,0.0,0.0,0.1509433962264151,0.0
29,142,57124805,906.0,0.07692307692307693,0.35,0.197857790642159,0.5021422093578409,13,15.860010375527759,85,0.0001865883573591501,82586.32249956505,15108791,0.3788305623730174,0.33218353191783584,0.4254775928281989,0.11947591965065035, , , ,"['lung', 'copd', 'lung cancer', 'pulmonary', 'subtypes', 'screening', 'ct', 'progression', 'smoking', 'respiratory', 'morbidity', 'injury', 'inflammation', 'blood', 'biomarker']",0.3873239436619718,0.09859154929577464,0.014084507042253521,0.0,0.09154929577464789,0.007042253521126761
30,377,230418167,771.0,0.05263157894736842,0.27280701754385966,0.19739619449369056,0.34821784059402877,57,3.3460903280252206,205,1.6322391844025465e-05,2315525.131077783,73469574,0.2153722253522478,0.19429048084660938,0.2364539698578862,-0.006764576829062263, , , ,"['core', 'career', 'translational', 'genomics', 'genetics', 'environmental', 'integration', 'career development', 'single cell', 'bioinformatics', 'award', 'access', 'mentoring', 'mouse', 'integrative']",0.1883289124668435,0.050397877984084884,0.010610079575596816,0.034482758620689655,0.007957559681697613,0.050397877984084884
31,144,156642909,734.0,0.058823529411764705,0.22058823529411764,0.07920855676707103,0.3619679138211642,17,4.6858169621964825,13,0.00036044745863049866,332134.02235568373,11138243,0.36093569643976114,0.11621934323093203,0.6056520496485902,0.3308116112560743, , , ,"['pain', 'chronic pain', 'opioid', 'low', 'acute', 'mentoring', 'surgery', 'subgroup', 'influence', 'microbiome', 'severe', 'eeg', 'award', 'neuroimaging', 'fmri']",0.5208333333333334,0.0,0.020833333333333332,0.006944444444444444,0.09722222222222222,0.013888888888888888
32,131,50933528,738.0,0.18181818181818182,0.48181818181818187,0.3371305376597329,0.6265058259766308,22,14.489473417195839,100,0.0001448947341719584,494074.7705089674,10428891,0.2193538489224454,0.1963912538795335,0.2423164439653573,0.1757551727325616, , , ,"['alcohol', 'alcohol use', 'adolescent', 'use disorder', 'exposure', 'facial', 'consortium', 'feedback', 'substance', 'youth', 'abuse', 'core', 'consequence', 'substance use', 'site']",0.3816793893129771,0.13740458015267176,0.007633587786259542,0.10687022900763359,0.08396946564885496,0.0
33,73,26405626,994.0,0.0,0.4071428571428571,0.2863063420715544,0.5279793722141597,21,37.64349309499423,76,0.0004953091196709766,1981.1296710863012,9319903,0.6055895408066908,0.47821966227554635,0.7329594193378353,0.08577872523736772, , , ,"['screening', 'diabetic', 'review', 'systematic', 'lesion', 'woman', 'interpretation', 'mobile', 'mortality', 'virtual', 'precision', 'guideline', 'vision', 'early detection', 'image analysis']",0.4657534246575342,0.0,0.0684931506849315,0.0,0.0958904109589041,0.0
34,172,81346928,1402.0,0.047619047619047616,0.3821428571428572,0.29694131774613935,0.467344396539575,42,17.23482415955523,282,6.111639772891926e-05,2319262.242309892,3630068,0.08994916685538894,0.03771621461997244,0.14218211909080544,0.02717979263030316, , , ,"['gwas', 'snp', 'dna', 'methylation', 'association study', 'susceptibility', 'locus', 'variant', 'trait', 'phenotypic', 'genetics', 'sequencing', 'environmental', 'genetic variant', 'epigenetic']",0.5348837209302325,0.0872093023255814,0.011627906976744186,0.0,0.05813953488372093,0.0
35,200,110744097,212.0,0.047619047619047616,0.31666666666666665,0.18991078334602837,0.4434225499873049,21,1.914323252823128,49,3.906782148618628e-05,565035.3258302842,27767254,0.27777412359372766,0.24464571337852284,0.3109025338089325,0.030731984133881774, , , ,"['rna', 'epigenetic', 'virus', 'dna', 'sequencing', 'gene expression', 'viral', 'influenza', 'methylation', 'chromatin', 'splicing', 'regulation', 'modification', 'regulatory', 'differentiation']",0.48,0.0,0.045,0.025,0.1,0.03
36,140,95966650,520.0,0.15384615384615385,0.3807692307692308,0.18087333352523643,0.5806651280132251,13,5.418549048028664,83,6.528372347022487e-05,171599.61542981365,28545473,0.36967397328340773,0.3048606547546197,0.43448729181219575,0.04543506379427261, , , ,"['immune', 'tb', 'antibody', 'vaccine', 'infection', 'inflammation', 'inflammatory', 'blood', 'host', 'regulatory', 'pathogen', 'serum', 'monitoring', 'adaptive', 'receptor']",0.4,0.02142857142857143,0.02857142857142857,0.007142857142857143,0.05,0.02142857142857143
37,193,86262101,887.0,0.2,0.466,0.3222262544337281,0.609773745566272,25,10.282615305184834,68,0.0001512149309586005,168240.33432622722,29769294,0.3650347668694418,0.33449728310714394,0.3955722506317397,0.0641602784013471, , , ,"['infection', 'pathogen', 'infectious', 'antibiotic', 'infectious disease', 'transmission', 'bacterial', 'resistance', 'sepsis', 'host', 'hospital', 'strain', 'specie', 'vaccine', 'immune']",0.32642487046632124,0.08290155440414508,0.010362694300518135,0.0,0.11917098445595854,0.0
38,133,65733871,398.0,0.1,0.545,0.3743530193509105,0.7156469806490896,10,6.054717209640674,45,0.0001345492713253483,311066.5117416098,16930020,0.2862466057487433,0.24210946532039207,0.3303837461770945,0.05661505884777419, , , ,"['diabetes', 'pregnancy', 'diabetic', 'physical activity', 'complication', 'woman', 'physical', 'blood', 'adverse', 'cardiovascular', 'clinical trial', 'metabolic', 'skill', 'decision support', 'depression']",0.41353383458646614,0.11278195488721804,0.022556390977443608,0.0,0.09022556390977443,0.022556390977443608
39,123,48364303,1124.0,0.12244897959183673,0.44795918367346943,0.36180296588093774,0.5341154014660011,49,23.240281163568095,138,0.00016840783451860938,437328.90117793845,9497425,0.22369741683158872,0.17731699654525196,0.2700778371179255,0.10237922909201125, , , ,"['visual', 'cortex', 'perception', 'object', 'attention', 'stimulus', 'eye', 'sensory', 'representation', 'natural', 'vision', 'recognition', 'cortical', 'stimulation', 'space']",0.7317073170731707,0.0,0.016260162601626018,0.0,0.04065040650406504,0.0
40,31,9322852,51.0,0.0,0.61,0.33560504216439246,0.8843949578356075,5,5.470429006059519,2,0.0027352145030297595,1511.3616958150449,1647796,0.5667639349142884,0.5131715073496528,0.6203563624789241,0.4676212145558799, , , ,"['ards', 'respiratory', 'syndrome', 'lung', 'acute', 'microbiome', 'injury', 'mortality', 'data science', 'barrier', 'pathogenesis', 'volume', 'electronic', 'implementation', 'pulmonary']",0.12903225806451613,0.0,0.0,0.0,0.0,0.0
41,91,36019195,254.0,0.058823529411764705,0.4294117647058823,0.25986979370774155,0.5989537357040231,17,7.051795577330365,57,0.00012371571188298885,92519.95560238475,7042980,0.3426432811240179,0.3089490115053364,0.37633755074269937,0.19257972733519726, , , ,"['stroke', 'recovery', 'rehabilitation', 'motor', 'disability', 'movement', 'effectiveness', 'leading cause', 'blood', 'dataset', 'day', 'screen', 'acute', 'impairment', 'complication']",0.5274725274725275,0.0,0.0,0.0,0.06593406593406594,0.0
42,280,138599738,556.0,0.0625,0.41874999999999996,0.31152919379052696,0.5259708062094729,32,4.011551594707921,104,3.857261148757616e-05,211197.29163548126,38822652,0.38487411253903014,0.360093910127287,0.4096543149507733,0.0096363600650811, , , ,"['suicide', 'neuroscience', 'emotion', 'suicidal', 'emotional', 'psychiatric', 'neuroimaging', 'fmri', 'psychopathology', 'negative', 'adhd', 'attempt', 'circuit', 'dysfunction', 'depression']",0.55,0.039285714285714285,0.025,0.007142857142857143,0.06428571428571428,0.0
43,182,77903192,1591.0,0.1,0.36000000000000004,0.2327540642860045,0.48724593571399555,30,20.42278318967983,52,0.0003927458305707659,228406.1624927711,26064934,0.32287800809130285,0.255623914130475,0.39013210205213067,0.06452445559230738, , , ,"['child', 'exposure', 'pediatric', 'environmental', 'mixture', 'childhood', 'adhd', 'mri', 'mobile', 'autism', 'developmental', 'opioid', 'skill', 'neurodevelopmental', 'syndrome']",0.4725274725274725,0.02197802197802198,0.0,0.0,0.0989010989010989,0.0
44,84,31443136,871.0,0.2857142857142857,0.4214285714285714,0.19973291758410006,0.6431242252730427,14,27.700799309585403,76,0.0003644842014419132,4023.032275936866,17986357,0.5790206712448426,0.5403263698601327,0.6177149726295524,0.10773558998490937, , , ,"['kidney', 'injury', 'acute', 'biopsy', 'organ', 'syndrome', 'mri', 'subgroup', 'hospital', 'predictive model', 'survival', 'pediatric', 'dysfunction', 'progression', 'severe']",0.35714285714285715,0.0,0.08333333333333333,0.0,0.17857142857142858,0.011904761904761904
45,84,31170557,1036.0,0.13636363636363635,0.3636363636363636,0.22293493411421977,0.5043377931585074,22,33.23649301486656,99,0.00033572215166531875,363939.7779084292,6971084,0.1978842314713313,0.1551970373039875,0.2405714256386751,0.10323361627524529, , , ,"['mass', 'peptide', 'muscle', 'spectrum', 'proteomics', 'quantification', 'analytical', 'assay', 'unit', 'm', 'mixture', 'bioinformatics', 'body', 'throughput', 'classification']",0.5833333333333334,0.03571428571428571,0.047619047619047616,0.0,0.07142857142857142,0.0
46,94,47072348,330.0,0.2631578947368421,0.48947368421052634,0.3165270805841109,0.6624202878369418,19,7.010485221599738,43,0.0001630345400372032,86766.72029649129,19194326,0.36942573911375054,0.32415489332032293,0.41469658490717815,0.14290436932850512, , , ,"['mental', 'mental health', 'illness', 'depression', 'mobile', 'psychiatric', 'psychopathology', 'infrastructure', 'grant', 'anxiety', 'randomized', 'statistical method', 'service', 'inflammation', 'core']",0.3829787234042553,0.0,0.06382978723404255,0.0,0.05319148936170213,0.0
47,244,120906313,1453.0,0.07547169811320754,0.36792452830188677,0.28303119876958094,0.4528178578341926,53,12.017569338997212,147,8.17521723741307e-05,1018450.4906097992,20672572,0.23211476536229608,0.20882702940272505,0.25540250132186715,0.1119715321278721, , , ,"['tumor', 'immune', 'survival', 'resistance', 'heterogeneity', 'progression', 'mutation', 'genomics', 'radiation', 'biopsy', 'data analysis', 'mri', 'surgery', 'alteration', 'pipeline']",0.4098360655737705,0.16393442622950818,0.012295081967213115,0.07377049180327869,0.05327868852459016,0.045081967213114756
48,86,35381243,150.0,0.0,0.17222222222222222,0.01978057898021804,0.32466386546422643,9,4.2395344900686505,10,0.000423953449006865,495181.5293315834,6507116,0.18600768528200107,0.14020121979072206,0.23181415077328008,0.07077925905309258, , , ,"['infant', 'word', 'language', 'developmental', 'child', 'statistical learning', 'emotion', 'obesity', 'childhood', 'deficit', 'energy', 'growth', 'neurodevelopmental', 'connectivity', 'exposure']",0.5813953488372093,0.011627906976744186,0.023255813953488372,0.0,0.10465116279069768,0.0
49,115,36009635,877.0,0.0,0.28611111111111115,0.16811747359377419,0.40410474862844814,18,24.35459287493472,145,0.00016796270948230842,369968.10991257353,6593534,0.21070786871899674,0.15874478886757737,0.2626709485704161,0.0913015729102381, , , ,"['binding', 'receptor', 'molecule', 'site', 'transcription', 'simulation', 'domain', 'specificity', 'activation', 'signaling', 'recognition', 'drug discovery', 'dna', 'fundamental', 'regulatory']",0.8521739130434782,0.008695652173913044,0.0,0.0,0.043478260869565216,0.0
