Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Years of Availability,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Centroids
13,123,71094918,6106.0,0.115,0.448125,0.41680071281654985,0.47944928718345015,400,85.885182397988,1059,45192391.780582674,11572422,0.48558135196230445,0.46320153501536115,0.5079611689092477,0.1969638573180213,"['stroke', 'recovery', 'patients', 'treatment', 'risk', 'brain', 'language', 'imaging', 'disability', 'acute', 'motor', 'patient', 'cause', 'aim', 'effectiveness']"
14,127,49642428,12931.0,0.012077294685990338,0.1281400966183575,0.10959688949316032,0.1466833037435547,414,260.4828273105417,1877,20362342.716879632,9356831,0.41884631044427895,0.30989227947274295,0.527800341415815,0.03249450547224426,"['chemical', 'molecules', 'mass', 'drug', 'small', 'computational', 'methods', 'molecular', 'screening', 'binding', 'biological', 'discovery', 'structure', 'high', 'protein']"
15,252,119071203,79564.0,0.10980103168754606,0.4066691230655858,0.3893628102456451,0.42397543588552644,1357,668.2052250702465,7639,26061530.422601625,16753203,0.18087017026964952,0.125951083231466,0.23578925730783304,0.04143260812092252,"['variants', 'genetic', 'genome', 'variation', 'human', 'mutations', 'regulatory', 'disease', 'coding', 'sequencing', 'genomic', 'functional', 'genes', 'sequence', 'regions']"
16,192,76472859,28673.0,0.10902777777777778,0.4256249999999999,0.4093294977171954,0.44192050228280444,1440,374.9434815821388,5576,27971511.420031928,14157983,0.3017181048300279,0.2738113747502747,0.3296248349097811,0.06459831605936181,"['ehr', 'electronic', 'electronic health', 'patient', 'records', 'patients', 'care', 'information', 'risk', 'record', 'nlp', 'medical', 'healthcare', 'natural language', 'outcomes']"
17,135,42426473,4926.0,0.046263345195729534,0.3067615658362989,0.27310057866146353,0.3404225530111342,281,116.10675249861094,1453,8405236.15536596,6746140,0.19837906968523902,0.10748611314555066,0.28927202622492737,0.011942392397704832,"['intelligence', 'computational', 'artificial', 'artificial intelligence', 'neuroscience', 'decision making', 'making', 'decision', 'attention', 'cognitive', 'human', 'systems', 'students', 'knowledge', 'task']"
18,296,242829002,78552.0,0.14120082815734988,0.41859213250517596,0.4052878874600578,0.43189637755029414,2415,323.486895523295,10502,139909413.79132947,55321901,0.4335146611458781,0.379986197506854,0.48704312478490225,0.17488355207108705,"['ad', 'alzheimer', 'alzheimer disease', 'disease', 'dementia', 'cognitive', 'brain', 'risk', 'imaging', 'biomarkers', 'early', 'pathology', 'aging', 'trials', 'aim']"
19,941,468172055,409079.0,0.10971059796309368,0.3634667742260764,0.35707335551309693,0.3698601929390558,9917,873.7791921390951,65526,89557817.1478231,76233478,0.19642841117177387,0.12924281531266163,0.2636140070308861,-0.01945429603746078,"['software', 'analysis', 'tools', 'methods', 'computational', 'biomedical', 'model', 'models', 'community', 'image', 'development', 'biological', 'disease', 'machine', 'large']"
20,179,65462589,5913.0,0.08433734939759036,0.32274096385542167,0.2896019825867208,0.3558799451241225,332,90.32640001451821,1521,27352181.014793556,14159284,0.44199811034842157,0.3360103170940424,0.5479859036028008,0.0026622680948068787,"['home', 'monitoring', 'device', 'self', 'devices', 'blood', 'care', 'real', 'medication', 'technologies', 'monitor', 'assessment', 'time', 'patients', 'activities']"
21,57,22405134,705.0,0.08064516129032258,0.375,0.29795700757350885,0.45204299242649115,62,31.466002390345,227,6010355.729385122,1779680,0.2326492065211274,0.19518080216632644,0.27011761087592834,0.3015841260013366,"['smoking', 'real', 'real time', 'time', 'stress', 'participants', 'environmental', 'assessment', 'interventions', 'field', 'real world', 'proposed', 'proposed project', 'mobile', 'social']"
22,144,69282262,24256.0,0.1763157894736842,0.5218421052631579,0.4991405509105301,0.5445436596157857,760,350.10404250369305,4901,53347737.428765036,20015999,0.6026067286584817,0.5274358987892622,0.6777775585277013,0.12571225747375397,"['suicide', 'opioid', 'risk', 'study', 'behavior', 'treatment', 'factors', 'death', 'patients', 'care', 'prevention', 'risk factors', 'disorder', 'related', 'prediction']"
23,172,50854783,11337.0,0.07142857142857142,0.362442396313364,0.334807999549269,0.390076793077459,434,222.92888360176465,3024,7346384.928486157,3284618,0.12374168988804383,0.0883427342849967,0.15914064549109097,0.12203499252348535,"['language', 'infants', 'children', 'acquisition', 'statistical', 'speech', 'input', 'disorders', 'patterns', 'development', 'processing', 'proposed', 'natural', 'treatment', 'mechanisms']"
24,128,122594097,199305.0,0.08169064109394424,0.36814064997336177,0.3601420164037068,0.37613928354301673,5631,1625.7308049668982,36466,29933655.70921229,14349399,0.2304798274547171,0.14694806767308588,0.3140115872363483,0.026045925528809515,"['center', 'core', 'diabetes', 'projects', 'adverse', 'informatics', 'drug', 'network', 'type', 'university', 'interactions', 'computational', 'risk', 'expertise', 'interaction']"
25,171,59454447,13804.0,0.13333333333333333,0.4816260162601626,0.45615721018154054,0.5070948223387847,615,232.1777545084222,3485,13755797.44295045,8147093,0.20845740027404436,0.17631674503025024,0.24059805551783847,0.1733562070415215,"['alcohol', 'exposure', 'brain', 'facial', 'effects', 'disorders', 'children', 'consortium', 'risk', 'projects', 'spectrum', 'treatment', 'individuals', 'youth', 'interventions']"
26,398,159206743,35665.0,0.12155511811023623,0.409621062992126,0.39548095024438445,0.4237611757398675,2032,224.01689355582133,6240,74750879.40151845,38180340,0.3908698076888829,0.36142795732441513,0.4203116580533507,0.00983578227674553,"['patients', 'risk', 'patient', 'care', 'hospital', 'prediction', 'outcomes', 'models', 'high', 'aim', 'identify', 'electronic', 'study', 'factors', 'disease']"
27,356,180518773,65358.0,0.15829257447754558,0.44479768786127166,0.43093298920639955,0.45866238651614377,2249,362.0565269408296,12638,63484077.472846895,32915377,0.34266925418487576,0.26500885848669425,0.42032964988305727,0.012761145641231889,"['care', 'patient', 'medical', 'quality', 'patients', 'safety', 'health care', 'healthcare', 'electronic', 'improve', 'outcomes', 'emr', 'systems', 'support', 'information']"
28,151,159146723,19477.0,0.23354564755838642,0.5037154989384287,0.47254749240053967,0.5348835054763177,471,122.38392115683085,1962,77208622.11227755,7073853,0.3680816988028245,0.04272499394597379,0.6934384036596752,0.2905746590497106,"['pain', 'chronic', 'treatment', 'patients', 'brain', 'opioid', 'care', 'treatments', 'management', 'effects', 'mechanisms', 'low', 'patient', 'assessment', 'dr']"
29,156,105476939,64766.0,0.03503184713375796,0.25039808917197454,0.22921442206988246,0.2715817562740666,628,614.0299539788504,4658,37669989.1984685,20335381,0.33158624255637914,0.23808707506852278,0.4250854100442355,0.05622482893052832,"['neurons', 'circuits', 'neuronal', 'circuit', 'cortical', 'cortex', 'activity', 'neural', 'motor', 'brain', 'behavioral', 'sensory', 'cell', 'behavior', 'responses']"
30,381,153253084,60876.0,0.07203718048024788,0.309140201394268,0.2923878114138737,0.3258925913746623,1291,397.22528520209096,9833,32738573.707485966,19075926,0.199623422964949,0.16769905104872848,0.23154779488116953,0.018645054564055415,"['neural', 'brain', 'motor', 'activity', 'stimulation', 'control', 'cortex', 'sensory', 'movement', 'circuits', 'processing', 'signals', 'behavior', 'information', 'understanding']"
31,174,103643672,108470.0,0.19931271477663232,0.49427262313860254,0.4783658073464383,0.5101794389307668,1746,1046.5665477386792,14499,10173223.767694103,6034785,0.07118778546958404,0.013159159657033855,0.12921641128213424,0.05786791109498094,"['genetic', 'genes', 'gwas', 'gene', 'variants', 'association', 'genome wide', 'susceptibility', 'genome', 'risk', 'wide', 'aim', 'studies', 'cancer', 'identified']"
32,254,107168621,29078.0,0.1373134328358209,0.47303482587064677,0.4536399947208934,0.49242965702040015,1005,271.3294220702905,9122,11935318.652088666,8463530,0.09255302762894166,0.06729229840773217,0.11781375685015115,0.030580595856099593,"['cad', 'detection', 'lesions', 'diagnostic', 'image', 'images', 'diagnosis', 'imaging', 'computer', 'performance', 'cancer', 'accuracy', 'screening', 'improve', 'early']"
33,105,45567249,5777.0,0.20634920634920634,0.5206349206349206,0.47911313220274804,0.5621567090670931,252,126.7796526404304,850,25113152.39543974,10924752,0.5026701466842589,0.40834423248401275,0.5969960608845051,0.10322260066656293,"['depression', 'treatment', 'symptoms', 'response', 'patients', 'intervention', 'study', 'mobile', 'behavioral', 'personalized', 'mental health', 'care', 'mental', 'interventions', 'brain']"
34,272,136897667,53423.0,0.11007862759113653,0.37147962830593284,0.3541657535692162,0.3887935030426495,1399,390.2403975956727,9745,26090969.345992696,15863505,0.16579202498924,0.14132289020684827,0.19026115977163174,0.05732195781437818,"['drug', 'drugs', 'safety', 'discovery', 'adverse', 'effects', 'models', 'resistance', 'methods', 'treatment', 'development', 'network', 'computational', 'novel', 'phase']"
35,97,72951880,17560.0,0.05609756097560976,0.32707317073170733,0.29760396253546373,0.35654237892795093,410,240.70661372948854,1226,27807082.697331555,17766197,0.2988872471323922,0.17800371548314675,0.4197707787816376,0.0996201600213193,"['immune', 'cell', 'cancer', 'cells', 'tumor', 'response', 'responses', 'infection', 'disease', 'adaptive', 'patients', 'regulatory', 'human', 'samples', 'therapy']"
36,160,61128897,14740.0,0.08130081300813008,0.37330623306233063,0.35500767035905256,0.3916047957656087,1107,241.12982113843802,2779,21121797.10420143,16798549,0.28821851750633404,0.25414132085288854,0.32229571415977953,0.0722282504510751,"['social', 'behavior', 'network', 'behavioral', 'behaviors', 'population', 'communication', 'processing', 'related', 'online', 'analysis', 'interactions', 'public', 'study', 'disorders']"
37,129,68642589,113331.0,0.2024977698483497,0.5361953612845674,0.5229088135468615,0.5494819090222732,2242,1651.0303829012043,15497,46838944.87086474,27671698,0.5399044436481145,0.4932541115256486,0.5865547757705805,0.038946397012656044,"['aging', 'cognitive', 'age', 'pd', 'dementia', 'alzheimer', 'brain', 'alzheimer disease', 'disease', 'related', 'changes', 'life', 'impairment', 'ad', 'older']"
38,109,49685798,10247.0,0.12290502793296089,0.4069832402234637,0.37954465865412157,0.43442182179280586,537,206.2359952435503,4067,16032700.789642382,5248315,0.25733781370403697,0.20661936841367962,0.3080562589943943,0.156096446100675,"['older', 'older adults', 'adults', 'aging', 'risk', 'physical', 'age', 'patients', 'cardiovascular', 'aim', 'support', 'cognitive', 'care', 'metabolic', 'study']"
39,66,68060181,15769.0,0.16071428571428573,0.5280612244897959,0.49752431545272524,0.5585981335268665,392,231.69200798922355,2917,16651172.715625428,1831488,0.2246381515605655,0.12075106817442044,0.32852523494671054,0.33046781508387246,"['asthma', 'children', 'childhood', 'genetic', 'gene expression', 'disease', 'expression', 'chronic', 'pediatric', 'gene', 'exposure', 'variants', 'severe', 'lung', 'identify']"
40,362,160930406,103058.0,0.11300417246175243,0.3986265646731571,0.3867625290341951,0.4104906003121191,2876,640.3886161823267,17581,35801848.612088434,24561964,0.19914363891998496,0.16108903241504544,0.2371982454249245,-0.003976959957720073,"['genetic', 'disease', 'environmental', 'diseases', 'genetics', 'methods', 'risk', 'statistical', 'complex', 'phenotypes', 'genomic', 'genes', 'analysis', 'factors', 'identify']"
41,409,185532295,150415.0,0.20728126834997063,0.4897827363476218,0.4782763377834288,0.5012891349118148,3406,810.7213895025661,22205,61067894.330194056,38339264,0.3446604813975407,0.26000570783443483,0.42931525496064654,0.013674304382386229,"['imaging', 'tumor', 'mri', 'image', 'pet', 'tissue', 'mr', 'tumors', 'brain', 'motion', 'quantitative', 'resolution', 'images', 'cancer', 'treatment']"
42,103,56572856,35458.0,0.11452513966480447,0.3705307262569832,0.3355175736207747,0.40554387889319166,358,626.7670134949524,1091,26676677.701843917,10666286,0.3666466640356346,0.2905730129787324,0.44272031509253684,0.09936055491199361,"['microbiome', 'host', 'human', 'interactions', 'disease', 'species', 'risk', 'immune', 'community', 'study', 'infection', 'computational', 'studies', 'role', 'understanding']"
43,169,52977234,65274.0,0.0189873417721519,0.17020042194092824,0.1560121754601161,0.1843886684217404,948,1232.1141568093194,7189,6534118.236565584,8499313,0.10807588401039835,0.06842325364094946,0.14772851437984724,0.033565800103649304,"['rna', 'structure', 'structures', 'proteins', 'protein', 'function', 'binding', 'molecular', 'sequence', 'structural', 'mutations', 'functional', 'human', 'analysis', 'methods']"
44,109,56405538,11063.0,0.1686746987951807,0.4558519793459553,0.4278263118918895,0.48387764680002104,581,196.13322365615943,2602,39766631.834621124,18331722,0.6214050014252899,0.5111223942925728,0.731687608558007,0.06302607438137978,"['ct', 'cardiac', 'heart', 'radiation', 'imaging', 'image', 'dose', 'pet', 'motion', 'patients', 'patient', 'treatment', 'planning', 'images', 'disease']"
45,400,164257365,41099.0,0.049868766404199474,0.30554461942257216,0.2910203693828636,0.32006886946228075,1524,250.21100271515982,12453,12743275.205011163,6487286,0.04747892071781102,0.01710278992876091,0.07785505150686113,0.031395518341299604,"['biomedical', 'nlp', 'text', 'information', 'language', 'language processing', 'natural language', 'knowledge', 'processing', 'natural', 'literature', 'systems', 'medical', 'methods', 'extraction']"
46,199,76429523,19297.0,0.16193656093489148,0.4716193656093489,0.44549222272914196,0.49774650848955587,599,252.48096864349134,2959,25037244.32078818,17667926,0.3116897609654135,0.2699918923356706,0.3533876295951564,0.0462882680795246,"['children', 'pediatric', 'child', 'early', 'childhood', 'families', 'intervention', 'development', 'risk', 'outcomes', 'autism', 'developmental', 'study', 'age', 'year']"
47,160,84059368,24590.0,0.19120458891013384,0.49168260038240913,0.4625487818432647,0.5208164189215536,523,292.5313452273398,2534,28152321.03835467,18089319,0.2766388129172883,0.23616938190604947,0.31710824392852716,0.16539115078999167,"['asd', 'autism', 'children', 'brain', 'disorder', 'spectrum', 'behavioral', 'connectivity', 'early', 'disorders', 'infants', 'social', 'developmental', 'functional', 'language']"
48,96,33714809,17766.0,0.19626168224299065,0.5382009345794393,0.5081761614628072,0.5682257076960714,428,526.9494482380132,2981,3893006.9659577115,4412060,0.09808863086452502,0.03801945226209104,0.158157809466959,0.172131225298961,"['prostate', 'cancer', 'mri', 'treatment', 'imaging', 'mr', 'tumor', 'image', 'risk', 'patients', 'detection', 'tissue', 'images', 'patient', 'planning']"
49,221,71381846,23529.0,0.12540894220283533,0.4196292257360959,0.3989570593775743,0.4403013920946175,917,329.6216239630452,5640,10482525.038111575,9623282,0.1357563477248099,0.0974120168678271,0.1741006785817927,0.15888590936994737,"['breast', 'breast cancer', 'cancer', 'women', 'risk', 'screening', 'imaging', 'tumor', 'patients', 'decision', 'detection', 'cancers', 'diagnosis', 'early', 'computer']"
50,136,65804818,10342.0,0.07480916030534351,0.3115267175572519,0.2887883732877285,0.33426506182677534,655,157.16174460052454,3313,50153729.19148692,21621070,0.5951923543764976,0.4893271134330892,0.7010575953199061,0.07106925624789527,"['surgical', 'surgery', 'patient', 'tissue', 'patients', 'shape', 'time', 'training', 'imaging', 'pre', 'brain', 'procedures', 'outcomes', 'real time', 'planning']"
51,62,19668988,4020.0,0.09691629955947137,0.3638766519823788,0.3210811215072449,0.4066721824575127,227,204.38265557943296,789,16364495.344215855,7026989,0.6308254017299748,0.5657441381127384,0.6959066653472112,0.16268968303086495,"['kidney', 'disease', 'patients', 'injury', 'biomarkers', 'progression', 'chronic', 'acute', 'survival', 'outcomes', 'risk', 'aim', 'high', 'algorithm', 'identify']"
52,138,44022556,27344.0,0.09605026929982047,0.3685816876122083,0.3496259461667858,0.3875374290576308,1114,621.1361284883141,4351,10179400.563282873,12736913,0.19031649053305763,0.12103952013029065,0.2595934609358246,0.08356583491738237,"['big', 'big data', 'students', 'science', 'biomedical', 'program', 'training', 'support', 'decision', 'scientists', 'university', 'school', 'center', 'tools', 'skills']"
53,332,146006053,46887.0,0.019978969505783387,0.21062039957939008,0.19543638068209587,0.22580441847668428,951,321.1305218969244,4807,52014450.64144406,34197672,0.323702307267389,0.28439926624640866,0.3630053482883694,0.05411771263003657,"['cell', 'cells', 'single cell', 'single', 'cell types', 'cellular', 'types', 'human', 'analysis', 'signaling', 'tissue', 'molecular', 'tumor', 'disease', 'aim']"
54,108,40744025,16445.0,0.07424593967517401,0.2791183294663573,0.24986984771386145,0.3083668112188531,431,403.61746292861346,3079,4878122.164057934,4828377,0.09513126751823738,0.01010823965438265,0.1801542953820921,0.16042340943281694,"['ms', 'mass', 'disease', 'biomarkers', 'protein', 'proteins', 'analysis', 'patients', 'samples', 'identification', 'high', 'analytical', 'diagnosis', 'methods', 'identify']"
55,88,34139553,16500.0,0.09859154929577464,0.4179577464788732,0.38823212780656147,0.4476833651511849,426,483.31037023243977,3099,4851658.630013085,2756411,0.12029987147379206,0.08635182493043332,0.15424791801715082,0.12174405331323856,"['facial', 'emotion', 'expression', 'social', 'recognition', 'processing', 'automated', 'schizophrenia', 'measurement', 'behavior', 'neural', 'computer', 'modeling', 'analysis', 'depression']"
56,136,44054807,16381.0,0.13986013986013987,0.4428904428904429,0.4114323872525766,0.4743484985283092,429,371.8322951681527,2559,11977635.505411766,7952922,0.27488420146875153,0.20503583604827533,0.3447325668892277,0.14810043206254725,"['lung', 'lung cancer', 'cancer', 'screening', 'ct', 'controls', 'cases', 'patients', 'model', 'models', 'disease', 'gene', 'patient', 'early', 'dose']"
57,100,32884724,13730.0,0.19293478260869565,0.4876358695652174,0.4539492718000892,0.5213224673303456,368,417.5190888024482,2195,4043054.402253334,4654487,0.10902951579277222,0.07131676204508841,0.14674226954045602,0.07619714960687157,"['fmri', 'eeg', 'brain', 'activity', 'analysis', 'neuroscience', 'cognitive', 'neural', 'source', 'methods', 'signal', 'software', 'imaging', 'functional', 'representation']"
58,177,56216750,9543.0,0.050505050505050504,0.32803030303030295,0.2988870044820553,0.3571736015785506,396,169.75367661773404,3380,4961593.986393687,2506713,0.06196532487512466,0.03565851587938916,0.08827213387086016,0.03616782063236394,"['vision', 'image', 'computer', 'computer vision', 'user', 'impaired', 'images', 'recognition', 'device', 'low', 'users', 'text', 'people', 'visual', 'algorithms']"
59,79,29976609,6067.0,0.058823529411764705,0.34652406417112297,0.30333351419841914,0.3897146141438268,187,202.39113770340066,755,17697097.769226745,10568345,0.498872488580543,0.4349592983694911,0.5627856787915949,0.25918873980208545,"['sleep', 'behavior', 'risk', 'disease', 'cardiovascular', 'sensory', 'aim', 'markers', 'eeg', 'disorders', 'obesity', 'time', 'study', 'factors', 'brain']"
