Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Years of Availability,Citations per thousand dollars of funding per year,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Description,Category,Clinical/Technical,Centroids,%R01,%U01,%R44,%U24,%R21,%U54
10,1059,466882086,8955.0,0.1003584229390681,0.3534050179211469,0.3154090600560825,0.39140097578621136,279,19.180431780370345,1870,1.0256915390572377e-05,1133328.6132923723,176715219,0.3286335529347921,0.29444219628762774,0.3628249095819564,0.00018573822303927337, , , ,"['heart', 'device', 'cardiac', 'ehr', 'event', 'electronic', 'healthcare', 'seizure', 'monitoring', 'sensor', 'failure', 'health record', 'electronic health', 'safety', 'adverse']",0.42398489140698775,0.039660056657223795,0.11898016997167139,0.0,0.07271010387157696,0.004721435316336166
11,150,81960462,940.0,0.075,0.41500000000000004,0.3234184238405517,0.5065815761594484,40,11.468944623567397,157,7.305060269788151e-05,52337.37025987001,31693442,0.4504793049873893,0.4262175689520694,0.4747410410227092,0.2730509592230792, , , ,"['stroke', 'recovery', 'language', 'acute', 'blood', 'motor', 'disability', 'impairment', 'deep', 'deficit', 'movement', 'flow', 'agent', 'effectiveness', 'lesion']",0.5133333333333333,0.0,0.013333333333333334,0.0,0.06,0.0
12,191,75482958,1795.0,0.14893617021276595,0.41010638297872337,0.33851744065099554,0.4816953253064512,94,23.780202148410773,217,0.00010958618501571785,168776.47785152603,37113343,0.34802329582728153,0.33042045229712436,0.3656261393574387,0.11925079443560158, , , ,"['social', 'influence', 'substance', 'communication', 'access', 'service', 'mobile', 'circuit', 'prevention', 'family', 'skill', 'infrastructure', 'user', 'animal', 'deficit']",0.5340314136125655,0.031413612565445025,0.02617801047120419,0.0,0.05759162303664921,0.0
13,147,157356195,1839.0,0.2857142857142857,0.6482142857142856,0.5453486325473704,0.7510799388812008,28,11.686861136925685,127,9.202252863721012e-05,366621.7004269979,20733829,0.3526303032684436,0.11405968739822217,0.591200919138665,0.4200102447272422, , , ,"['pain', 'chronic', 'acute', 'low', 'symptom', 'surgery', 'influence', 'award', 'mechanistic', 'neuroimaging', 'woman', 'severe', 'child', 'fmri', 'physical']",0.4965986394557823,0.0,0.02040816326530612,0.006802721088435374,0.12244897959183673,0.013605442176870748
14,179,69666214,2116.0,0.047058823529411764,0.32823529411764707,0.26270211332931753,0.3937684749059766,85,30.373403096083276,353,8.604363483309709e-05,64509.490613335496,23104487,0.40190840070792966,0.3339693587524042,0.46984744266345513,0.08851759312271872, , , ,"['chemical', 'molecule', 'compound', 'small', 'assay', 'screening', 'metabolic', 'capability', 'search', 'property', 'candidate', 'variety', 'simulation', 'animal', 'accurately']",0.4972067039106145,0.027932960893854747,0.0782122905027933,0.03910614525139665,0.07262569832402235,0.0
15,246,136985106,3160.0,0.12222222222222222,0.44722222222222213,0.37645703927168706,0.5179874051727572,90,23.068201297738167,276,8.358043948455858e-05,841536.5527586611,41438580,0.2538766271931574,0.20641713101200693,0.3013361233743079,0.08691878122957107, , , ,"['exposure', 'environmental', 'suicide', 'risk factor', 'career', 'child', 'chemical', 'prevention', 'social', 'death', 'influence', 'career development', 'candidate', 'susceptibility', 'period']",0.4796747967479675,0.028455284552845527,0.016260162601626018,0.0,0.06910569105691057,0.0
16,803,388258199,10483.0,0.13297872340425532,0.3986702127659574,0.3498725998346102,0.44746782569730453,188,27.00007373186213,948,2.8481090434453722e-05,823064.9213623442,148313283,0.3441035263219366,0.31508367043780733,0.37312338220606583,-0.0036803325098745698, , , ,"['child', 'infection', 'asd', 'asthma', 'autism', 'pediatric', 'microbiome', 'infant', 'stress', 'diabetes', 'chronic', 'family', 'kidney', 'age', 'career']",0.40971357409713577,0.052303860523038606,0.031133250311332503,0.0049813200498132005,0.10087173100871731,0.0
17,264,92811744,1005.0,0.07272727272727272,0.29272727272727284,0.21465861782880208,0.3707959276257436,55,10.828371030286858,424,2.5538610920487872e-05,35391.78995573429,35161448,0.46867750927097,0.38394006891127513,0.5534149496306648,0.10817282068750766, , , ,"['lung', 'sleep', 'screening', 'chronic', 'ct', 'death', 'biomarker', 'survival', 'marker', 'blood', 'snp', 'positive', 'injury', 'susceptibility', 'candidate']",0.4659090909090909,0.056818181818181816,0.041666666666666664,0.0,0.09090909090909091,0.003787878787878788
18,1410,543642087,24283.0,0.07216494845360824,0.31374570446735395,0.2893529584992117,0.3381384504354962,582,44.66725549892902,9106,4.905255380949816e-06,4113796.633206582,124246523,0.19824597016833934,0.13713354558026222,0.2593583947564164,-0.011252387788502594, , , ,"['user', 'base', 'text', 'artificial', 'intelligence', 'artificial intelligence', 'interface', 'student', 'access', 'domain', 'physician', 'classification', 'literature', 'capability', 'representation']",0.4156028368794326,0.032624113475177303,0.08297872340425531,0.019858156028368795,0.03546099290780142,0.007801418439716312
19,610,275474020,3522.0,0.08024691358024691,0.3549382716049383,0.3050016009546036,0.404874942255273,162,12.785234701987505,426,3.0012288032834522e-05,370900.4492159799,98391546,0.3904884047829236,0.37402696412557873,0.4069498454402685,0.013362108286217386, , , ,"['mental', 'depression', 'symptom', 'neuroimaging', 'mental health', 'emotion', 'psychiatric', 'illness', 'schizophrenia', 'fmri', 'neuroscience', 'connectivity', 'youth', 'participant', 'social']",0.4360655737704918,0.03442622950819672,0.02622950819672131,0.001639344262295082,0.06885245901639345,0.0
20,245,88461688,2114.0,0.08571428571428572,0.37357142857142855,0.3008811225315954,0.44626173461126173,70,23.89735090743464,383,6.239517208207477e-05,1293041.9440451995,17734053,0.15427300910414135,0.12121005084185571,0.187335967366427,0.24103524879942587, , , ,"['breast', 'breast cancer', 'woman', 'tumor', 'screening', 'biopsy', 'lesion', 'decision support', 'stage', 'classifier', 'early detection', 'biomarker', 'interpretation', 'optimize', 'progression']",0.4448979591836735,0.10612244897959183,0.02857142857142857,0.0326530612244898,0.06938775510204082,0.0
21,273,100373922,3200.0,0.10606060606060606,0.3659090909090909,0.3102170758563528,0.42160110596182904,132,31.88079070976224,856,3.724391438056337e-05,34100.07331813213,59292885,0.472173897207886,0.38502817483208995,0.559319619583682,0.0534465776146756, , , ,"['prostate', 'mri', 'ct', 'segmentation', 'radiation', 'planning', 'reconstruction', 'tumor', 'biopsy', 'magnetic', 'deep', 'deep learning', 'pet', 'lesion', 'parameter']",0.5238095238095238,0.040293040293040296,0.04395604395604396,0.007326007326007326,0.12454212454212454,0.0
22,185,88452028,4942.0,0.12903225806451613,0.3826612903225806,0.32281491147184155,0.4425076691733197,124,55.872093741027626,917,6.09292189106081e-05,374268.4227672588,21745826,0.2794167784416741,0.22181628883608528,0.33701726804726295,0.07817197882229591, , , ,"['movement', 'motor', 'stimulation', 'interface', 'circuit', 'device', 'injury', 'learn', 'unit', 'communication', 'impairment', 'sensor', 'recording', 'artificial', 'cortex']",0.42702702702702705,0.08108108108108109,0.010810810810810811,0.0,0.11351351351351352,0.0
23,217,103700739,1395.0,0.19718309859154928,0.49859154929577465,0.4195163351084702,0.5776667634830791,71,13.45217028781251,198,6.794025397885106e-05,218209.69031014407,56676073,0.3546630086657709,0.32005813266594346,0.3892678846655983,0.10350953471857095, , , ,"['aging', 'older', 'older adult', 'age', 'dementia', 'physical', 'chronic', 'longitudinal', 'mri', 'cardiovascular', 'impairment', 'health care', 'healthy', 'person', 'metabolic']",0.5069124423963134,0.0,0.02304147465437788,0.0,0.03686635944700461,0.0
24,165,54218386,2847.0,0.04895104895104895,0.31153846153846154,0.26308834014355004,0.35998858293337305,143,52.50986261376353,631,8.321689796159038e-05,593541.5846318689,9823176,0.19407700798723887,0.15988217389306927,0.22827184208140847,0.2556732813772184, , , ,"['speech', 'language', 'motor', 'communication', 'movement', 'impairment', 'device', 'person', 'temporal', 'recognition', 'neurological', 'infant', 'marker', 'representation', 'people']",0.5212121212121212,0.04242424242424243,0.06666666666666667,0.0,0.10909090909090909,0.0
25,147,59328884,4725.0,0.0684931506849315,0.3136986301369863,0.24497906355008323,0.3824181967238893,73,79.64080362610562,1104,7.213840908161741e-05,1257462.87901431,7421934,0.11696265783696076,0.09752367270456846,0.13640164296935306,0.15801505880903263, , , ,"['mass', 'spectrum', 'sensitivity', 'characterization', 'chemical', 'molecule', 'assay', 'metabolic', 'classification', 'data analysis', 'lesion', 'learning method', 'early detection', 'biomarker', 'capability']",0.6802721088435374,0.04081632653061224,0.013605442176870748,0.0,0.06802721088435375,0.047619047619047616
26,345,183184046,2017.0,0.16666666666666666,0.4452380952380952,0.34483317943176517,0.5456430110444253,42,11.010784203336135,152,7.243936975879036e-05,2807943.110488109,43817268,0.17402730391257182,0.1427289675305796,0.20532564029456404,0.09573103157030775, , , ,"['variant', 'regulatory', 'variation', 'regulation', 'element', 'sequencing', 'gene expression', 'cell type', 'dna', 'mapping', 'mutation', 'assay', 'snp', 'human disease', 'site']",0.5623188405797102,0.14782608695652175,0.002898550724637681,0.0,0.020289855072463767,0.002898550724637681
27,443,258406056,6318.0,0.0728476821192053,0.3221854304635762,0.2701938122022646,0.3741770487248877,151,24.449891375610793,805,3.0372535870323968e-05,1218497.2943962817,67746537,0.27921789239800104,0.24957012550065033,0.30886565929535176,0.042583103366380694, , , ,"['neuron', 'circuit', 'memory', 'neuronal', 'cortical', 'cortex', 'stimulus', 'recording', 'connectivity', 'motor', 'animal', 'cell type', 'neuroscience', 'dysfunction', 'cellular']",0.5259593679458239,0.045146726862302484,0.006772009029345372,0.002257336343115124,0.05417607223476298,0.02708803611738149
28,291,101754372,4064.0,0.056818181818181816,0.35113636363636364,0.28275268852400404,0.41952003874872323,88,39.93931582615438,851,4.693221601193229e-05,1903751.7772820601,19141019,0.13609775561283538,0.11801948805150958,0.15417602317416118,0.07276219687857147, , , ,"['rna', 'binding', 'site', 'regulatory', 'dna', 'molecule', 'regulation', 'annotation', 'sequencing', 'human disease', 'cellular', 'element', 'gene expression', 'specificity', 'recognition']",0.6254295532646048,0.01718213058419244,0.024054982817869417,0.01718213058419244,0.0859106529209622,0.024054982817869417
29,299,231718048,1390.0,0.0660377358490566,0.28962264150943395,0.23197497385148147,0.34727030916738644,106,5.998669555510842,182,3.2959722832477156e-05,516935.99544796516,130057288,0.35578741904489225,0.2989954465462211,0.4125793915435634,0.25177735248196476, , , ,"['ad', 'alzheimer', 'alzheimer disease', 'dementia', 'aging', 'pathology', 'neuroimaging', 'mri', 'longitudinal', 'progression', 'stage', 'clinical trial', 'impairment', 'pet', 'biomarker']",0.5518394648829431,0.026755852842809364,0.03678929765886288,0.006688963210702341,0.06354515050167224,0.013377926421404682
