grant_type,category_1,category_2,uncorrected_pvalues,sig_post_correction,category_1_prop,category_2_prop
#R01,Cancer,Human behavior and interaction,[6.69822202e-13],[ True],0.6282051282051282,0.7938487115544473
#R01,Cancer,Infectious disease/Immunologic,[0.00013694],[ True],0.6282051282051282,0.7514285714285714
#R01,Cancer,Injuries/trauma,[1.51689633e-07],[ True],0.6282051282051282,0.8811881188118812
#R01,Cancer,Knowledge,[0.00047156],[False],0.6282051282051282,0.7380952380952381
#R01,Cancer,Mental health,[0.25508375],[False],0.6282051282051282,0.660377358490566
#R01,Cancer,Model types,[0.25595084],[False],0.6282051282051282,0.6701030927835051
#R01,Cancer,Neurologic,[1.36056472e-08],[ True],0.6282051282051282,0.7661448140900196
#R01,Cancer,Other,[0.01652459],[False],0.6282051282051282,0.7924528301886793
#R01,Cancer,Patient safety,[0.00097394],[False],0.6282051282051282,0.7291666666666666
#R01,Cancer,Population specific,[1.09700952e-06],[ True],0.6282051282051282,0.812807881773399
#R01,Cancer,Renal,[0.02147612],[False],0.6282051282051282,0.7631578947368421
#R01,Cancer,Respiratory,[0.01671532],[False],0.6282051282051282,0.7263157894736842
#R01,Cancer,Training,[1.],[False],0.6282051282051282,0.6379310344827587
#R01,Cardiovascular,Data types,[0.00576784],[False],0.8461538461538461,0.7223476297968398
#R01,Cardiovascular,Electronic health record,[0.00138842],[False],0.8461538461538461,0.6847290640394089
#R01,Cardiovascular,Endocrine,[0.02556131],[False],0.8461538461538461,0.7284768211920529
#R01,Cardiovascular,Environmental health,[0.611209],[False],0.8461538461538461,0.813953488372093
#R01,Cardiovascular,Genetics,[0.00417217],[False],0.8461538461538461,0.7251602564102564
#R01,Cardiovascular,Hepatic,[0.00213832],[False],0.8461538461538461,0.6632653061224489
#R01,Cardiovascular,Human behavior and interaction,[0.22659368],[False],0.8461538461538461,0.7938487115544473
#R01,Cardiovascular,Infectious disease/Immunologic,[0.04023278],[False],0.8461538461538461,0.7514285714285714
#R01,Cardiovascular,Injuries/trauma,[0.55529542],[False],0.8461538461538461,0.8811881188118812
#R01,Cardiovascular,Knowledge,[0.01771764],[False],0.8461538461538461,0.7380952380952381
#R01,Cardiovascular,Mental health,[3.53842112e-05],[ True],0.8461538461538461,0.660377358490566
#R01,Cardiovascular,Model types,[0.00024759],[False],0.8461538461538461,0.6701030927835051
#R01,Cardiovascular,Neurologic,[0.06098362],[False],0.8461538461538461,0.7661448140900196
#R01,Cardiovascular,Other,[0.38756846],[False],0.8461538461538461,0.7924528301886793
#R01,Cardiovascular,Patient safety,[0.01068933],[False],0.8461538461538461,0.7291666666666666
#R01,Cardiovascular,Population specific,[0.54161287],[False],0.8461538461538461,0.812807881773399
#R01,Cardiovascular,Renal,[0.1856404],[False],0.8461538461538461,0.7631578947368421
#R01,Cardiovascular,Respiratory,[0.01713753],[False],0.8461538461538461,0.7263157894736842
#R01,Cardiovascular,Training,[0.0033779],[False],0.8461538461538461,0.6379310344827587
#R01,Data types,Electronic health record,[0.35043195],[False],0.7223476297968398,0.6847290640394089
#R01,Data types,Endocrine,[0.91641461],[False],0.7223476297968398,0.7284768211920529
#R01,Data types,Environmental health,[0.03931036],[False],0.7223476297968398,0.813953488372093
#R01,Data types,Genetics,[0.90166856],[False],0.7223476297968398,0.7251602564102564
#R01,Data types,Hepatic,[0.26764022],[False],0.7223476297968398,0.6632653061224489
#R01,Data types,Human behavior and interaction,[0.00272038],[False],0.7223476297968398,0.7938487115544473
#R01,Data types,Infectious disease/Immunologic,[0.37341375],[False],0.7223476297968398,0.7514285714285714
#R01,Data types,Injuries/trauma,[0.00054205],[False],0.7223476297968398,0.8811881188118812
#R01,Data types,Knowledge,[0.63670644],[False],0.7223476297968398,0.7380952380952381
#R01,Data types,Mental health,[0.03059698],[False],0.7223476297968398,0.660377358490566
#R01,Data types,Model types,[0.1381494],[False],0.7223476297968398,0.6701030927835051
#R01,Data types,Neurologic,[0.07543124],[False],0.7223476297968398,0.7661448140900196
#R01,Data types,Other,[0.32793949],[False],0.7223476297968398,0.7924528301886793
#R01,Data types,Patient safety,[0.8795593],[False],0.7223476297968398,0.7291666666666666
#R01,Data types,Population specific,[0.01429065],[False],0.7223476297968398,0.812807881773399
#R01,Data types,Renal,[0.48925044],[False],0.7223476297968398,0.7631578947368421
#R01,Data types,Respiratory,[1.],[False],0.7223476297968398,0.7263157894736842
#R01,Data types,Training,[0.2165132],[False],0.7223476297968398,0.6379310344827587
#R01,Electronic health record,Endocrine,[0.41102444],[False],0.6847290640394089,0.7284768211920529
#R01,Electronic health record,Environmental health,[0.01062551],[False],0.6847290640394089,0.813953488372093
#R01,Electronic health record,Genetics,[0.23894869],[False],0.6847290640394089,0.7251602564102564
#R01,Electronic health record,Hepatic,[0.79249546],[False],0.6847290640394089,0.6632653061224489
#R01,Electronic health record,Human behavior and interaction,[0.00095208],[False],0.6847290640394089,0.7938487115544473
#R01,Electronic health record,Infectious disease/Immunologic,[0.09327795],[False],0.6847290640394089,0.7514285714285714
#R01,Electronic health record,Injuries/trauma,[0.00013627],[ True],0.6847290640394089,0.8811881188118812
#R01,Electronic health record,Knowledge,[0.17648912],[False],0.6847290640394089,0.7380952380952381
#R01,Electronic health record,Mental health,[0.5538874],[False],0.6847290640394089,0.660377358490566
#R01,Electronic health record,Model types,[0.76982094],[False],0.6847290640394089,0.6701030927835051
#R01,Electronic health record,Neurologic,[0.01617776],[False],0.6847290640394089,0.7661448140900196
#R01,Electronic health record,Other,[0.17443686],[False],0.6847290640394089,0.7924528301886793
#R01,Electronic health record,Patient safety,[0.2588369],[False],0.6847290640394089,0.7291666666666666
#R01,Electronic health record,Population specific,[0.00409668],[False],0.6847290640394089,0.812807881773399
#R01,Electronic health record,Renal,[0.23833159],[False],0.6847290640394089,0.7631578947368421
#R01,Electronic health record,Respiratory,[0.37816813],[False],0.6847290640394089,0.7263157894736842
#R01,Electronic health record,Training,[0.52721671],[False],0.6847290640394089,0.6379310344827587
#R01,Endocrine,Environmental health,[0.11795504],[False],0.7284768211920529,0.813953488372093
#R01,Endocrine,Genetics,[1.],[False],0.7284768211920529,0.7251602564102564
#R01,Endocrine,Hepatic,[0.32067052],[False],0.7284768211920529,0.6632653061224489
#R01,Endocrine,Human behavior and interaction,[0.07299052],[False],0.7284768211920529,0.7938487115544473
#R01,Endocrine,Infectious disease/Immunologic,[0.57912866],[False],0.7284768211920529,0.7514285714285714
#R01,Endocrine,Injuries/trauma,[0.00426319],[False],0.7284768211920529,0.8811881188118812
#R01,Endocrine,Knowledge,[0.82783257],[False],0.7284768211920529,0.7380952380952381
#R01,Endocrine,Mental health,[0.12531543],[False],0.7284768211920529,0.660377358490566
#R01,Endocrine,Model types,[0.2334322],[False],0.7284768211920529,0.6701030927835051
#R01,Endocrine,Neurologic,[0.3079564],[False],0.7284768211920529,0.7661448140900196
#R01,Endocrine,Other,[0.4640044],[False],0.7284768211920529,0.7924528301886793
#R01,Endocrine,Patient safety,[1.],[False],0.7284768211920529,0.7291666666666666
#R01,Endocrine,Population specific,[0.07074506],[False],0.7284768211920529,0.812807881773399
#R01,Endocrine,Renal,[0.63249546],[False],0.7284768211920529,0.7631578947368421
#R01,Endocrine,Respiratory,[1.],[False],0.7284768211920529,0.7263157894736842
#R01,Endocrine,Training,[0.23682936],[False],0.7284768211920529,0.6379310344827587
#R01,Environmental health,Genetics,[0.03591204],[False],0.813953488372093,0.7251602564102564
#R01,Environmental health,Hepatic,[0.01309721],[False],0.813953488372093,0.6632653061224489
#R01,Environmental health,Human behavior and interaction,[0.64686459],[False],0.813953488372093,0.7938487115544473
#R01,Environmental health,Infectious disease/Immunologic,[0.1793217],[False],0.813953488372093,0.7514285714285714
#R01,Environmental health,Injuries/trauma,[0.20144993],[False],0.813953488372093,0.8811881188118812
#R01,Environmental health,Knowledge,[0.09581092],[False],0.813953488372093,0.7380952380952381
#R01,Environmental health,Mental health,[0.00042984],[False],0.813953488372093,0.660377358490566
#R01,Environmental health,Model types,[0.00236727],[False],0.813953488372093,0.6701030927835051
#R01,Environmental health,Neurologic,[0.26560796],[False],0.813953488372093,0.7661448140900196
#R01,Environmental health,Other,[0.83624735],[False],0.813953488372093,0.7924528301886793
#R01,Environmental health,Patient safety,[0.06376348],[False],0.813953488372093,0.7291666666666666
#R01,Environmental health,Population specific,[1.],[False],0.813953488372093,0.812807881773399
#R01,Environmental health,Renal,[0.47387177],[False],0.813953488372093,0.7631578947368421
#R01,Environmental health,Respiratory,[0.08206267],[False],0.813953488372093,0.7263157894736842
#R01,Environmental health,Training,[0.01541242],[False],0.813953488372093,0.6379310344827587
#R01,Genetics,Hepatic,[0.19888667],[False],0.7251602564102564,0.6632653061224489
#R01,Genetics,Human behavior and interaction,[7.21353907e-05],[ True],0.7251602564102564,0.7938487115544473
#R01,Genetics,Infectious disease/Immunologic,[0.34043734],[False],0.7251602564102564,0.7514285714285714
#R01,Genetics,Injuries/trauma,[0.000372],[False],0.7251602564102564,0.8811881188118812
#R01,Genetics,Knowledge,[0.64457739],[False],0.7251602564102564,0.7380952380952381
#R01,Genetics,Mental health,[0.00309654],[False],0.7251602564102564,0.660377358490566
#R01,Genetics,Model types,[0.07131913],[False],0.7251602564102564,0.6701030927835051
#R01,Genetics,Neurologic,[0.02636452],[False],0.7251602564102564,0.7661448140900196
#R01,Genetics,Other,[0.34499955],[False],0.7251602564102564,0.7924528301886793
#R01,Genetics,Patient safety,[0.90046713],[False],0.7251602564102564,0.7291666666666666
#R01,Genetics,Population specific,[0.00769473],[False],0.7251602564102564,0.812807881773399
#R01,Genetics,Renal,[0.51000507],[False],0.7251602564102564,0.7631578947368421
#R01,Genetics,Respiratory,[1.],[False],0.7251602564102564,0.7263157894736842
#R01,Genetics,Training,[0.17657681],[False],0.7251602564102564,0.6379310344827587
#R01,Hepatic,Human behavior and interaction,[0.00460212],[False],0.6632653061224489,0.7938487115544473
#R01,Hepatic,Infectious disease/Immunologic,[0.09346597],[False],0.6632653061224489,0.7514285714285714
#R01,Hepatic,Injuries/trauma,[0.00031411],[False],0.6632653061224489,0.8811881188118812
#R01,Hepatic,Knowledge,[0.163459],[False],0.6632653061224489,0.7380952380952381
#R01,Hepatic,Mental health,[1.],[False],0.6632653061224489,0.660377358490566
#R01,Hepatic,Model types,[0.90184903],[False],0.6632653061224489,0.6701030927835051
#R01,Hepatic,Neurologic,[0.02659577],[False],0.6632653061224489,0.7661448140900196
#R01,Hepatic,Other,[0.13284133],[False],0.6632653061224489,0.7924528301886793
#R01,Hepatic,Patient safety,[0.21427409],[False],0.6632653061224489,0.7291666666666666
#R01,Hepatic,Population specific,[0.00574477],[False],0.6632653061224489,0.812807881773399
#R01,Hepatic,Renal,[0.18025988],[False],0.6632653061224489,0.7631578947368421
#R01,Hepatic,Respiratory,[0.27791872],[False],0.6632653061224489,0.7263157894736842
#R01,Hepatic,Training,[0.86190617],[False],0.6632653061224489,0.6379310344827587
#R01,Human behavior and interaction,Infectious disease/Immunologic,[0.09011884],[False],0.7938487115544473,0.7514285714285714
#R01,Human behavior and interaction,Injuries/trauma,[0.03741829],[False],0.7938487115544473,0.8811881188118812
#R01,Human behavior and interaction,Knowledge,[0.02706125],[False],0.7938487115544473,0.7380952380952381
#R01,Human behavior and interaction,Mental health,[2.46563024e-10],[ True],0.7938487115544473,0.660377358490566
#R01,Human behavior and interaction,Model types,[1.28343388e-05],[ True],0.7938487115544473,0.6701030927835051
#R01,Human behavior and interaction,Neurologic,[0.12278077],[False],0.7938487115544473,0.7661448140900196
#R01,Human behavior and interaction,Other,[1.],[False],0.7938487115544473,0.7924528301886793
#R01,Human behavior and interaction,Patient safety,[0.00698566],[False],0.7938487115544473,0.7291666666666666
#R01,Human behavior and interaction,Population specific,[0.57271003],[False],0.7938487115544473,0.812807881773399
#R01,Human behavior and interaction,Renal,[0.55961659],[False],0.7938487115544473,0.7631578947368421
#R01,Human behavior and interaction,Respiratory,[0.04566893],[False],0.7938487115544473,0.7263157894736842
#R01,Human behavior and interaction,Training,[0.00789785],[False],0.7938487115544473,0.6379310344827587
#R01,Infectious disease/Immunologic,Injuries/trauma,[0.00600673],[False],0.7514285714285714,0.8811881188118812
#R01,Infectious disease/Immunologic,Knowledge,[0.73381803],[False],0.7514285714285714,0.7380952380952381
#R01,Infectious disease/Immunologic,Mental health,[0.00282904],[False],0.7514285714285714,0.660377358490566
#R01,Infectious disease/Immunologic,Model types,[0.02798579],[False],0.7514285714285714,0.6701030927835051
#R01,Infectious disease/Immunologic,Neurologic,[0.61057498],[False],0.7514285714285714,0.7661448140900196
#R01,Infectious disease/Immunologic,Other,[0.60791995],[False],0.7514285714285714,0.7924528301886793
#R01,Infectious disease/Immunologic,Patient safety,[0.51271818],[False],0.7514285714285714,0.7291666666666666
#R01,Infectious disease/Immunologic,Population specific,[0.11350533],[False],0.7514285714285714,0.812807881773399
#R01,Infectious disease/Immunologic,Renal,[0.88421698],[False],0.7514285714285714,0.7631578947368421
#R01,Infectious disease/Immunologic,Respiratory,[0.53745338],[False],0.7514285714285714,0.7263157894736842
#R01,Infectious disease/Immunologic,Training,[0.07787817],[False],0.7514285714285714,0.6379310344827587
#R01,Injuries/trauma,Knowledge,[0.00212809],[False],0.8811881188118812,0.7380952380952381
#R01,Injuries/trauma,Mental health,[2.88035595e-06],[ True],0.8811881188118812,0.660377358490566
#R01,Injuries/trauma,Model types,[2.81567137e-05],[ True],0.8811881188118812,0.6701030927835051
#R01,Injuries/trauma,Neurologic,[0.0081134],[False],0.8811881188118812,0.7661448140900196
#R01,Injuries/trauma,Other,[0.15840981],[False],0.8811881188118812,0.7924528301886793
#R01,Injuries/trauma,Patient safety,[0.00113938],[False],0.8811881188118812,0.7291666666666666
#R01,Injuries/trauma,Population specific,[0.14230928],[False],0.8811881188118812,0.812807881773399
#R01,Injuries/trauma,Renal,[0.04441796],[False],0.8811881188118812,0.7631578947368421
#R01,Injuries/trauma,Respiratory,[0.00273822],[False],0.8811881188118812,0.7263157894736842
#R01,Injuries/trauma,Training,[0.00045702],[False],0.8811881188118812,0.6379310344827587
#R01,Knowledge,Mental health,[0.00874247],[False],0.7380952380952381,0.660377358490566
#R01,Knowledge,Model types,[0.05930531],[False],0.7380952380952381,0.6701030927835051
#R01,Knowledge,Neurologic,[0.29151446],[False],0.7380952380952381,0.7661448140900196
#R01,Knowledge,Other,[0.5012517],[False],0.7380952380952381,0.7924528301886793
#R01,Knowledge,Patient safety,[0.81133236],[False],0.7380952380952381,0.7291666666666666
#R01,Knowledge,Population specific,[0.05124468],[False],0.7380952380952381,0.812807881773399
#R01,Knowledge,Renal,[0.77388428],[False],0.7380952380952381,0.7631578947368421
#R01,Knowledge,Respiratory,[0.76363293],[False],0.7380952380952381,0.7263157894736842
#R01,Knowledge,Training,[0.11665797],[False],0.7380952380952381,0.6379310344827587
#R01,Mental health,Model types,[0.82442758],[False],0.660377358490566,0.6701030927835051
#R01,Mental health,Neurologic,[2.05033099e-06],[ True],0.660377358490566,0.7661448140900196
#R01,Mental health,Other,[0.04984089],[False],0.660377358490566,0.7924528301886793
#R01,Mental health,Patient safety,[0.0171847],[False],0.660377358490566,0.7291666666666666
#R01,Mental health,Population specific,[2.82539769e-05],[ True],0.660377358490566,0.812807881773399
#R01,Mental health,Renal,[0.07300144],[False],0.660377358490566,0.7631578947368421
#R01,Mental health,Respiratory,[0.09654468],[False],0.660377358490566,0.7263157894736842
#R01,Mental health,Training,[0.77349744],[False],0.660377358490566,0.6379310344827587
#R01,Model types,Neurologic,[0.00132945],[False],0.6701030927835051,0.7661448140900196
#R01,Model types,Other,[0.10571644],[False],0.6701030927835051,0.7924528301886793
#R01,Model types,Patient safety,[0.09629329],[False],0.6701030927835051,0.7291666666666666
#R01,Model types,Population specific,[0.00045731],[False],0.6701030927835051,0.812807881773399
#R01,Model types,Renal,[0.12772084],[False],0.6701030927835051,0.7631578947368421
#R01,Model types,Respiratory,[0.22526113],[False],0.6701030927835051,0.7263157894736842
#R01,Model types,Training,[0.64966823],[False],0.6701030927835051,0.6379310344827587
#R01,Neurologic,Other,[0.74090905],[False],0.7661448140900196,0.7924528301886793
#R01,Neurologic,Patient safety,[0.142176],[False],0.7661448140900196,0.7291666666666666
#R01,Neurologic,Population specific,[0.1681326],[False],0.7661448140900196,0.812807881773399
#R01,Neurologic,Renal,[1.],[False],0.7661448140900196,0.7631578947368421
#R01,Neurologic,Respiratory,[0.26685263],[False],0.7661448140900196,0.7263157894736842
#R01,Neurologic,Training,[0.03864044],[False],0.7661448140900196,0.6379310344827587
#R01,Other,Patient safety,[0.40930015],[False],0.7924528301886793,0.7291666666666666
#R01,Other,Population specific,[0.69983312],[False],0.7924528301886793,0.812807881773399
#R01,Other,Renal,[0.83084523],[False],0.7924528301886793,0.7631578947368421
#R01,Other,Respiratory,[0.37916442],[False],0.7924528301886793,0.7263157894736842
#R01,Other,Training,[0.09393675],[False],0.7924528301886793,0.6379310344827587
#R01,Patient safety,Population specific,[0.02285133],[False],0.7291666666666666,0.812807881773399
#R01,Patient safety,Renal,[0.57635275],[False],0.7291666666666666,0.7631578947368421
#R01,Patient safety,Respiratory,[1.],[False],0.7291666666666666,0.7263157894736842
#R01,Patient safety,Training,[0.16232],[False],0.7291666666666666,0.6379310344827587
#R01,Population specific,Renal,[0.40169148],[False],0.812807881773399,0.7631578947368421
#R01,Population specific,Respiratory,[0.05426078],[False],0.812807881773399,0.7263157894736842
#R01,Population specific,Training,[0.00732734],[False],0.812807881773399,0.6379310344827587
#R01,Renal,Respiratory,[0.64413701],[False],0.7631578947368421,0.7263157894736842
#R01,Renal,Training,[0.12798873],[False],0.7631578947368421,0.6379310344827587
#R01,Respiratory,Training,[0.24889107],[False],0.7263157894736842,0.6379310344827587
#U01,Biochemical analysis,Cancer,[7.97931629e-05],[ True],0.0673469387755102,0.14285714285714285
#U01,Biochemical analysis,Cardiovascular,[0.01167881],[False],0.0673469387755102,0.008547008547008548
#U01,Biochemical analysis,Data types,[0.2683219],[False],0.0673469387755102,0.04966139954853273
#U01,Biochemical analysis,Electronic health record,[0.00470577],[False],0.0673469387755102,0.13793103448275862
#U01,Biochemical analysis,Endocrine,[0.01092792],[False],0.0673469387755102,0.1390728476821192
#U01,Biochemical analysis,Environmental health,[0.14566614],[False],0.0673469387755102,0.031007751937984496
#U01,Biochemical analysis,Genetics,[0.00551773],[False],0.0673469387755102,0.11137820512820513
#U01,Biochemical analysis,Hepatic,[1.24358819e-06],[ True],0.0673469387755102,0.24489795918367346
#U01,Biochemical analysis,Human behavior and interaction,[1.],[False],0.0673469387755102,0.06650041562759768
#U01,Biochemical analysis,Infectious disease/Immunologic,[0.89038615],[False],0.0673469387755102,0.07142857142857142
#U01,Biochemical analysis,Injuries/trauma,[0.00314347],[False],0.0673469387755102,0.0
#U01,Biochemical analysis,Knowledge,[0.36387152],[False],0.0673469387755102,0.08465608465608465
#U01,Biochemical analysis,Mental health,[6.55785164e-05],[ True],0.0673469387755102,0.14078374455732948
#U01,Biochemical analysis,Model types,[0.88113064],[False],0.0673469387755102,0.061855670103092786
#U01,Biochemical analysis,Neurologic,[0.57051745],[False],0.0673469387755102,0.05968688845401174
#U01,Biochemical analysis,Other,[1.],[False],0.0673469387755102,0.05660377358490566
#U01,Biochemical analysis,Patient safety,[0.89523506],[False],0.0673469387755102,0.06481481481481481
#U01,Biochemical analysis,Population specific,[1.34845449e-05],[ True],0.0673469387755102,0.0
#U01,Biochemical analysis,Renal,[0.01472275],[False],0.0673469387755102,0.0
#U01,Biochemical analysis,Respiratory,[0.73071279],[False],0.0673469387755102,0.05789473684210526
#U01,Biochemical analysis,Training,[0.03820597],[False],0.0673469387755102,0.0
#U01,Cancer,Cardiovascular,[2.40534474e-06],[ True],0.14285714285714285,0.008547008547008548
#U01,Cancer,Data types,[7.72587253e-07],[ True],0.14285714285714285,0.04966139954853273
#U01,Cancer,Electronic health record,[0.90663768],[False],0.14285714285714285,0.13793103448275862
#U01,Cancer,Endocrine,[1.],[False],0.14285714285714285,0.1390728476821192
#U01,Cancer,Environmental health,[0.00014431],[ True],0.14285714285714285,0.031007751937984496
#U01,Cancer,Genetics,[0.070078],[False],0.14285714285714285,0.11137820512820513
#U01,Cancer,Hepatic,[0.01559705],[False],0.14285714285714285,0.24489795918367346
#U01,Cancer,Human behavior and interaction,[5.86275643e-07],[ True],0.14285714285714285,0.06650041562759768
#U01,Cancer,Infectious disease/Immunologic,[0.00118972],[False],0.14285714285714285,0.07142857142857142
#U01,Cancer,Injuries/trauma,[1.1247886e-06],[ True],0.14285714285714285,0.0
#U01,Cancer,Knowledge,[0.00720429],[False],0.14285714285714285,0.08465608465608465
#U01,Cancer,Mental health,[0.9346459],[False],0.14285714285714285,0.14078374455732948
#U01,Cancer,Model types,[0.0003729],[False],0.14285714285714285,0.061855670103092786
#U01,Cancer,Neurologic,[1.12573114e-07],[ True],0.14285714285714285,0.05968688845401174
#U01,Cancer,Other,[0.09222581],[False],0.14285714285714285,0.05660377358490566
#U01,Cancer,Patient safety,[7.6977505e-05],[ True],0.14285714285714285,0.06481481481481481
#U01,Cancer,Population specific,[6.20861615e-12],[ True],0.14285714285714285,0.0
#U01,Cancer,Renal,[2.63238468e-05],[ True],0.14285714285714285,0.0
#U01,Cancer,Respiratory,[0.00174862],[False],0.14285714285714285,0.05789473684210526
#U01,Cancer,Training,[0.00031736],[False],0.14285714285714285,0.0
#U01,Cardiovascular,Data types,[0.06225344],[False],0.008547008547008548,0.04966139954853273
#U01,Cardiovascular,Electronic health record,[2.45307443e-05],[ True],0.008547008547008548,0.13793103448275862
#U01,Cardiovascular,Endocrine,[5.56937427e-05],[ True],0.008547008547008548,0.1390728476821192
#U01,Cardiovascular,Environmental health,[0.37288637],[False],0.008547008547008548,0.031007751937984496
#U01,Cardiovascular,Genetics,[4.40060932e-05],[ True],0.008547008547008548,0.11137820512820513
#U01,Cardiovascular,Hepatic,[1.78341137e-08],[ True],0.008547008547008548,0.24489795918367346
#U01,Cardiovascular,Human behavior and interaction,[0.0075233],[False],0.008547008547008548,0.06650041562759768
#U01,Cardiovascular,Infectious disease/Immunologic,[0.00868072],[False],0.008547008547008548,0.07142857142857142
#U01,Cardiovascular,Injuries/trauma,[1.],[False],0.008547008547008548,0.0
#U01,Cardiovascular,Knowledge,[0.00226189],[False],0.008547008547008548,0.08465608465608465
#U01,Cardiovascular,Mental health,[2.18855776e-06],[ True],0.008547008547008548,0.14078374455732948
#U01,Cardiovascular,Model types,[0.01859113],[False],0.008547008547008548,0.061855670103092786
#U01,Cardiovascular,Neurologic,[0.01608247],[False],0.008547008547008548,0.05968688845401174
#U01,Cardiovascular,Other,[0.09032704],[False],0.008547008547008548,0.05660377358490566
#U01,Cardiovascular,Patient safety,[0.01033266],[False],0.008547008547008548,0.06481481481481481
#U01,Cardiovascular,Population specific,[0.365625],[False],0.008547008547008548,0.0
#U01,Cardiovascular,Renal,[1.],[False],0.008547008547008548,0.0
#U01,Cardiovascular,Respiratory,[0.03375643],[False],0.008547008547008548,0.05789473684210526
#U01,Cardiovascular,Training,[1.],[False],0.008547008547008548,0.0
#U01,Data types,Electronic health record,[0.0002026],[ True],0.04966139954853273,0.13793103448275862
#U01,Data types,Endocrine,[0.00077185],[False],0.04966139954853273,0.1390728476821192
#U01,Data types,Environmental health,[0.47592531],[False],0.04966139954853273,0.031007751937984496
#U01,Data types,Genetics,[7.00776737e-05],[ True],0.04966139954853273,0.11137820512820513
#U01,Data types,Hepatic,[3.48463019e-08],[ True],0.04966139954853273,0.24489795918367346
#U01,Data types,Human behavior and interaction,[0.24889329],[False],0.04966139954853273,0.06650041562759768
#U01,Data types,Infectious disease/Immunologic,[0.22634308],[False],0.04966139954853273,0.07142857142857142
#U01,Data types,Injuries/trauma,[0.02079064],[False],0.04966139954853273,0.0
#U01,Data types,Knowledge,[0.04836187],[False],0.04966139954853273,0.08465608465608465
#U01,Data types,Mental health,[4.85626867e-07],[ True],0.04966139954853273,0.14078374455732948
#U01,Data types,Model types,[0.50828939],[False],0.04966139954853273,0.061855670103092786
#U01,Data types,Neurologic,[0.53847712],[False],0.04966139954853273,0.05968688845401174
#U01,Data types,Other,[0.74152405],[False],0.04966139954853273,0.05660377358490566
#U01,Data types,Patient safety,[0.38300446],[False],0.04966139954853273,0.06481481481481481
#U01,Data types,Population specific,[0.00027228],[False],0.04966139954853273,0.0
#U01,Data types,Renal,[0.05805708],[False],0.04966139954853273,0.0
#U01,Data types,Respiratory,[0.69775225],[False],0.04966139954853273,0.05789473684210526
#U01,Data types,Training,[0.09424805],[False],0.04966139954853273,0.0
#U01,Electronic health record,Endocrine,[1.],[False],0.13793103448275862,0.1390728476821192
#U01,Electronic health record,Environmental health,[0.00097882],[False],0.13793103448275862,0.031007751937984496
#U01,Electronic health record,Genetics,[0.28553409],[False],0.13793103448275862,0.11137820512820513
#U01,Electronic health record,Hepatic,[0.03348399],[False],0.13793103448275862,0.24489795918367346
#U01,Electronic health record,Human behavior and interaction,[0.00093918],[False],0.13793103448275862,0.06650041562759768
