Integrating Ethics into Machine Learning for Precision Medicine,32,[0.90121831],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Using artificial intelligence to enable early identification and treatment of peripheral artery disease,32,[0.6842989],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
QuBBD: Wearable artificial intelligence for bid data-driven healthcare in child development  ,13,[0.78039786],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Deep learning for protein subcellular/sub-organelle localizations and localization motifs,38,[0.88497039],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Discovery and Validation of AMD Biomarkers for Progression Using Deep Learning,33,[0.89524272],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
"AmplideX DeepNet, a new paradigm for deep learning analytical tools in the molecular diagnostic space",38,[0.44882355],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Enhanced x-ray angiography analysis and interpretation using deep learning,33,[0.90025603],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Machine learning approaches for improved accuracy and speed in sequence annotation,38,[0.85667696],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Leveraging Artificial Intelligence for the assessment of severity of depressive symptoms,13,[0.90121855],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
TOPIC 389 - INTELLIGENT SOFTWARE FOR RADIATION THERAPY PLANNING,33,[0.70480001],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Deep learning techniques for time-of-flight PET detectors,57,[0.56101821],"['vision', 'image', 'computer', 'device', 'control', 'devices', 'brain', 'user', 'real', 'computer vision']"
Interpretable and extendable deep learning model for biological sequence analysis and prediction,38,[0.88375694],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Using Machine Learning to Predict Clinical Deterioration in Hospitalized Children,32,[0.89967857],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Mining real-time social media big data to monitor HIV: Development and Ethical Issues,13,[0.77786776],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Cerebrovascular Reserve Imaging with Simultaneous PET/MRI Using Arterial Spin Labeling and Deep Learning,33,[0.86267593],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Machine learning for the automated identification and tracking of rare myocardial diseases,33,[0.90834522],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Synergistic integration of topology and machine learning for the predictions of protein-ligand binding affinities and mutation impacts,38,[0.8815028],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Technologic Innovation to Enhance the Scalability and Sustainability of Trauma Center Provider Training in Suicide Safety Planning,13,[0.80020614],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
MegaTox for analyzing and visualizing data across different screening systems,38,[0.8944383],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Towards Clinically Effective AI for Screening Mammography,33,[0.91182879],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Development of Accurate and Interpretable Machine Learning Algorithms for their application in Medicine,32,[0.37121017],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Development of Serious Games and Physical Activities Instructed by a Social Robot for Improving the Well-being of Elderly Individuals with Alzheimer's Disease and Dementia,13,[0.72179072],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Device to Measure Pain using Facial Expression Recognition Integrated with Patient PAINReportIt® Tablet,57,[0.63638978],"['vision', 'image', 'computer', 'device', 'control', 'devices', 'brain', 'user', 'real', 'computer vision']"
Data-driven subtyping to find patients with drug interactions leading to stroke,6,[0.82329016],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
Personalizing Preoperative Stress Testing Using Machine Learning,32,[0.55836383],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Leveraging Unlabeled and Pseudo Data for Clinical Information Extraction,32,[0.89862703],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Opening the Black Box of Machine Learning Models,38,[0.53271265],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
SCH: INT: VOLI: Voice Assistant for Quality of Life and Healthcare Improvement in Aging Populations  ,13,[0.69099137],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Novel computer vision-based assessment of infant-caregiver synchrony as an early level II screening tool for autism,57,[0.42717446],"['vision', 'image', 'computer', 'device', 'control', 'devices', 'brain', 'user', 'real', 'computer vision']"
Learning an Optimized Variational Network for Medical Image Reconstruction,33,[0.89696537],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Using natural language processing and machine learning to identify potentially preventable hospital admissions among outpatients with chronic lung diseases,32,[0.91288513],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Whiteboard Coordinator: Intelligent Sensor Network and Machine Learning to Improve Operating Room Outcomes and Efficiency,32,[0.89309034],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Synergistic integration of deep learning and regularized image reconstruction for positron emission tomography,33,[0.74389015],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Crowd-Assisted Deep Learning (CrADLe) Digital Curation to Translate Big Data into Precision Medicine,38,[0.87665668],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Multimodal MR-PET Machine Learning Approaches for Primary Prostate Cancer Characterization,33,[0.71104488],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
An Integrative Approach to Drug Repositioning Using Decision Tree Based Machine Learning,6,[0.86437456],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
Development of a Machine Learning Model for Prostate Cancer Treatment Planning,13,[0.709939],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Resource Curation and Evaluation for EHR Note Comprehension,32,[0.84494448],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Towards a comprehensive multiscale 3D human interactome network,38,[0.89074205],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Development of Deep Neural Networks for Automated Detection of Cancer Metastases in Staging Laparoscopy Images,33,[0.90034761],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Improving Specialty Care Delivery in the Safety Net with Natural Language Processing,32,[0.87373306],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Improving Melanoma Pathology Accuracy through Computer Vision Techniques - the IMPACT Study,33,[0.88522902],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Predicting Pulmonary and Cardiac Morbidity in Preterm Infants with Deep Learning,32,[0.70970008],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Novel video-based approaches for detection of autism risk in the first year of life,13,[0.67208086],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
MegaTrans – human transporter machine learning models,38,[0.87871025],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
SURPASS: (Statin Use and Risk Prediction of Atherosclerotic Cardiovascular Disease in minority Subgroups),32,[0.61272214],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Harnessing the Electronic Health Record to Predict Risk of Cardiovascular Disease,32,[0.82823195],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Learning Universal Patient Representations from Clinical Text with Hierarchical Recurrent Neural Networks,32,[0.86490288],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Functional characterization of genetic and post-transcriptional variation using machine learning methods,55,[0.9039728],"['cell', 'gene', 'regulatory', 'genome', 'human', 'expression', 'rna', 'genes', 'dna', 'cells']"
Deep machine learning to delineate trajectories of vulnerability and transition to mental illness in youth,41,[0.76659266],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
Predicting Autism and Social Functioning from Computer Vision Analyses of Motor Synchrony During Dyadic Interactions,41,[0.49464643],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
Blending deep learning with probabilistic mechanistic models to predict and understand the evolution and function of adaptive immune receptors,55,[0.87217809],"['cell', 'gene', 'regulatory', 'genome', 'human', 'expression', 'rna', 'genes', 'dna', 'cells']"
Machine Learning in Breast Parenchyma and Tumor Characterization for Cancer Risk Assessment,33,[0.89536325],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Machine learning and collaborative filtering tools for personalized education in digital breast tomosynthesis,33,[0.8945126],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Identifying Children and Teens at Risk for Early Onset Alcohol Use: An Innovative Application of Machine Learning Algorithms to Prevention,41,[0.72234013],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
"Harnessing Computerized Adaptive Testing, Transdiagnostic Theories of Suicidal Behavior, and Machine Learning to Advance the Emergent Assessment of Suicidal Youth (EASY).",32,[0.60807936],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Detecting bleeding events using EHRs for prediction in Afib,32,[0.79098307],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Lung Navigation System for Localizing and Resecting Nodules,33,[0.86242591],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Clinicopathologic and Genetic Profiling through Machine Learning and Natural Language Processing for Precision Lung Cancer Management,6,[0.77529792],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
Generalizing Deep Learning Reconstruction for Free-Breathing and Quantitative MRI,33,[0.89658954],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Machine learning of physiological variables to predict diagnose and treat cardiorespiratory instability,33,[0.55941713],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
"Genotype and Histological Phenotype Relationships in Cancer, with Automated Therapy Optimization.",33,[0.57616314],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Advancing Knowledge Discovery for Postoperative Pain Management,32,[0.7555462],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Optimization and joint modeling for peptide detection by tandem mass spectrometry,38,[0.75390222],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Mobile Peer Support for Opioid Use Disorders: Refinement of an Innovative Machine Learning Tool,13,[0.89764158],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Multidimensional MRI-based Non-Euclidean Deep Learning to Study Osteoarthritis,0,[0.48606597],"['dr', 'training', 'career', 'candidate', 'award', 'career development', 'mentor', 'independent', 'program', 'skills']"
Machine Learning for Drug Response Prediction,6,[0.88306778],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
Real-time Non-Rigid 3D Reconstruction and Registration for Laparoscopic-guided Minimally Invasive Liver Surgery,33,[0.63939144],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
A machine learning approach to increasing diagnostic accuracy in Atypical Alzheimer's disease cases with clinical-radiological mismatch,33,[0.68664367],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Development of an adaptive machine learning platform for automated analysis of biomarkers in biomedical images,33,[0.66011066],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Mobile bedside ultrasound for the diagnosis of pediatric pneumonia in resource limited settings,33,[0.89463029],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Training a new generation of computational neuroscientists bridging neurobiology,0,[0.60437554],"['dr', 'training', 'career', 'candidate', 'award', 'career development', 'mentor', 'independent', 'program', 'skills']"
Automatic Pelvic Organ Delineation in Prostate Cancer Treatment,33,[0.81182662],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
"Reproducible, Unbiased Ligand Identification Assisted by Artificial Intelligence and Development of Ligand Reference Libraries",38,[0.8770259],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Uncovering Population-Level Cellular Relationships to Behavior via Mesoscale Networks,36,[0.55593527],"['neural', 'neurons', 'brain', 'activity', 'circuits', 'neuronal', 'circuit', 'behavior', 'motor', 'dynamics']"
Low- and Zero-dose Contrast-enhanced MRI Using Deep Learning,33,[0.85313566],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
QuBBD: Deep Poisson Methods for Biomedical Time-to-Event and Longitude Data ,32,[0.88331579],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Quantifying Brain Abnormality by Multimodality Neuroimage Analysis,33,[0.72120273],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Development of Machine Learning Algorithms to Assess and Train Vesico-Urethral Anastomosis during Robot Assisted Radical Prostatectomy,33,[0.51830913],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Deep Learning to Transform Clinician Autism Diagnostic Assessments and More,13,[0.59282651],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Deep Learning to Transform Clinician Autism Diagnostic Assessments and More,13,[0.59282651],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Semi-Automating Data Extraction for Systematic Reviews,32,[0.88248079],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Fall Detection and Prevention for Memory Care through Real-Time Artificial Intelligence Applied to Video,13,[0.90807898],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
A Machine Learning Approach to Classifying Time Since Stroke using Medical Imaging,33,[0.80048534],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Using Machine Learning to Develop Just-in-Time Adaptive Interventions for Smoking Cessation,13,[0.75943384],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Predictive Modeling of Alternative Splicing and Polyadenylation from Millions of Random Sequences,55,[0.89679204],"['cell', 'gene', 'regulatory', 'genome', 'human', 'expression', 'rna', 'genes', 'dna', 'cells']"
The Neuropathologic Landscape of Alzheimer's Disease in Hispanic Decedents,33,[0.49220631],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Leveraging Artificial-Intelligence to Profile and Enhance Phenotypic Plasticity for Second Injury Prevention: An Innovative Precision Medicine Platform to Revolutionize Injury Care,13,[0.81718109],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Using Machine Learning to Predict Problematic Prescription Opioid Use and Opioid Overdose,32,[0.74935534],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Deep learning based antibody design using high-throughput affinity testing of synthetic sequences,38,[0.69193867],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
SCH: Personalized Depression Treatment Support by Mobile Sensor Analytics ,32,[0.46534953],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Integrative data science approaches for rare disease discovery in health records,32,[0.90450178],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Improved Techniques for Substitute CT Generation from MRI datasets,33,[0.58316908],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
ADNI Psychometrics: Machine Learning to discern Natural History Aim 2 Supplement,41,[0.44951298],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
Role of State Medicaid Policies in Improving Access to Dental Care among Low-Income Adults,13,[0.89687386],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Computational modeling of 60Hz STN DBS for gait disorder in Parkinson's disease,13,[0.7670804],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Molecular images and machine learning to extract placental function from maternal cfDNA,33,[0.48517825],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Prediction of seizure lateralization and postoperative outcome through the use of deep learning applied to multi-site MRI/DTI data:  An ENIGMA-Epilepsy study,33,[0.7971457],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Thought disorder and social cognition in clinical risk states for schizophrenia,41,[0.65340044],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
Knowledge-Based Biomedical Data Science,38,[0.89205077],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Interpretable Machine Learning to Identify Alzheimer's Disease Therapeutic Targets,6,[0.79776855],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
Leveraging modern analytic approaches to improve diabetes outcomes,32,[0.75450083],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Early Prediction of Cognitive Deficits in Very Preterm Infants using Machine Learning and Brain Connectome,41,[0.89266445],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
CRCNS: Deep Neural Network Approaches for Closed-Loop Deep Brain Stimulation,33,[0.42079352],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Machine Learning to Determine Dynamically Evolving New-Onset Venous Thromboembolic (VTE) Event Risk in Hospitalized Patients,32,[0.91703356],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Developing Database and Software infrastructure for Quantitative Radiologic Analysis of Lumbar Radiculopathy,33,[0.9076326],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Predictive Analytics for Retention in HIV Care,32,[0.45146906],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Advancing algorithms for image-based profiling,38,[0.61995033],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
MRI and machine learning to improve early prognosis and clinical management after spinal cord injury,33,[0.71113309],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Big Data Methods for Comprehensive Similarity based Risk Prediction,32,[0.90710709],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
A Specialized Automatic Speech Recognition and Conversational Platform to Enable Socially Assistive Robots for Persons with Mild-to-Moderate Alzheimer's Disease and Related Dementia,13,[0.43488902],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
A novel computing framework to automatically process cardiac valve image data and predict treatment outcomes,33,[0.90380903],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Deep Learning and Streaming Analytics for Prediction of Adverse Events in the ICU,32,[0.91394355],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
PRECEDE: PREsurgical Cognitive Evaluation via Digital clockfacEdrawing,13,[0.90179384],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Machine Learning Development for Subtyping COPD,33,[0.73556111],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Deep learning-based image analysis for assessing real-time smoking risk,57,[0.33154288],"['vision', 'image', 'computer', 'device', 'control', 'devices', 'brain', 'user', 'real', 'computer vision']"
SCH: INT: Collaborative Research: Multimodal Signal Analysis and Data Fusion for Post-traumatic Epilepsy,33,[0.5624271],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Adiposity-obesity-related subgroups discovery and metabolomics analysis for chronic kidney disease,6,[0.84925411],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
"Motion-Resolved, Comprehensive Quantitative Tissue Characterization Using MR Multitasking",33,[0.89028223],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
SimTK: An Ecosystem for Data and Model Sharing in the Biomechanics Community,38,[0.71179052],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
"Artificial intelligence-enabled, real-time communication software for optimizing clinical decision making during the allocation, procurement, and transplantation of donated organs",32,[0.82464954],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Automatic Volumetric Treatment Response Assessment and Determination of Regional Genetic Characteristics in Glioblastoma,33,[0.89055578],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
A Machine Learning Approach For CTA-based Plaque Characterization and Stroke Risk Prediction in Carotid Artery Atherosclerosis,33,[0.81888717],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Incorporating molecular network knowledge into predictive data-driven models,6,[0.90954713],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
Ethical Considerations for Language Modeling within Brain-Computer Interfaces,57,[0.58478356],"['vision', 'image', 'computer', 'device', 'control', 'devices', 'brain', 'user', 'real', 'computer vision']"
"Anatomy Directly from Imagery: General-purpose, Scalable, and Open-source Machine Learning Approaches",38,[0.88944444],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Encoding Precise Behavioral Features of Anxiety by Cortico-BNST Ensembles,36,[0.84392545],"['neural', 'neurons', 'brain', 'activity', 'circuits', 'neuronal', 'circuit', 'behavior', 'motor', 'dynamics']"
Assessment of Peripherally Circulating Plasma Proteins and Clinical Risks to Differentiate Epileptic Seizure from Psychogenic Nonepileptic Seizure,33,[0.78492503],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Improved multifactorial prediction of suicidal behavior through integration of multiple datasets,32,[0.74767777],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
