text,title,id,project_number,terms,administration,mechanism,year,funding,score
"MEDIATORS OF INSULIN-DEPENDENT MESSENGER RNA SYNTHESIS Insulin prevents the induction of mRNA for phosphoenolpyruvate carboxykinase by dubutyryl cyclic AMP and hydrocortisone in Reuber hepatoma cells but simultaneously acts in an additive fashion with these agents in inducing tyrosine aminotransferase.  These results imply that these agents interact to promote or inhibit mRNA production from specific genes. Therefore, this project will test the idea that insulin, cyclic AMP and glucocorticoids alter production of specific messenger RNAs in Reuber hepatoma cells by altering the charge, abundance or intracellular distribution of genetic regulatory proteins.  Two model proteins that translocate to the nucleus and are probably involved in transcriptional regulation (the glucocorticoid receptor and type II cyclic AMP-dependent protein kinase) will be identified in two-dimensional polyacrylamide gels (2D-PAGE) of radiolabeled extracts of whole cells, nuclei and chromatin. These proteins will be studied to find whether hormonal combinations that alter mRNA induction alter their activation or translocation to the nucleus.  Activation will be sought as changes in the charge (phosphorylation state or other modification) of these receptors using 2D-PAGE.  Translocation will be detected as decreased association of these proteins with the cytosol and increased association with the nucleus after hormonal stimulation, again identifying the receptors with 2D-PAGE.  Cells will be treated with insulin to identify molecules whose charge or abundance is regulated by this hormone, and a molecule will be sought that becomes associated with chromatin after insulin treatment.  Nuclear events such as translocation of regulatory molecules or altered phosphorylation of histones and other proteins will be identified and attempts will be made to correlate these events with altered production of messenger RNAs.  Events that correlate with insulin's ability to abolish the induction of messenger RNA for phosphoenolpyruvate carboxykinase by dibutyryl cyclic AMP and glucocorticoids, will be pursued.  If a putative regulator is found, I will attempt to purify it, study how it is activated, and determine how it associates with chromatin or DNA.  Knowledge of how protein effectors are stimulated by insulin to regulate genetic events is fundamental to the understanding of long-term changes brought about by insulin, and conversely, of changes expected in the course of diabetes.  ",MEDIATORS OF INSULIN-DEPENDENT MESSENGER RNA SYNTHESIS,3152439,R01AM032154,"['tissue /cell culture ', ' radiotracer ', ' cyclic AMP ', ' gel electrophoresis ', ' adenylate kinase ', ' insulin ', ' messenger RNA ', ' hepatocellular carcinoma ', ' genetic transcription ', ' regulatory gene ', ' chromatin ', ' enzyme induction /repression ', ' hormone regulation /control mechanism ', ' phosphoenolpyruvate carboxylase ', ' artificial intelligence ', ' glucocorticoids ', ' ']",NIADDK,R01,1985,81525,-0.08272974654224716
"MOLECULAR BIOLOGY COMPUTER RESOURCE AND RESEARCH PROGRAM The project is a molecular biology computer Resource for the Northeastern United States, coupled with a Research program on computer pattern recognition in molecular genetics.  The Research has two main objectives. One is to develop statistical and computer methods that can reveal syntactic and semantic patterns in DNA, RNA, and protein sequences, most of which are still obscure or unknown.  The other is to use such pattern analysis tools - those developed in the course of the project and others that are deemed appropriate - to discover sequences that trace evolution and that regulate the expression of important genes and gene families.  The identification of such sequences should provoke the formulation and testing of major hypotheses in molecular evolution, gene regulation and developmental genetics.  The molecular biology computer Resource provides these DNA, RNA, and protein sequence analysis tools - and all others that are demonstrably valid and useful and freely available - to investigators within this region on-line, and to the larger research community on magnetic media.  On-line access is through computers at the Resource site, and the programs distributed on tapes and floppy disks are for micro, supermicro, mini, and mainframe computers running under UNIX and other operating systems.  The resource trains molecular biologists in statistics and computer methods, and educates biomathematicians and computer scientists in contemporary molecular genetics.  Research opportunities combining these disciplines are offered yearly to postdoctoral fellows, and quarterly to visiting scientists.  In addition, the Northeast and Los Alamos Resources (the Theoretical Biology and Biophysics Group, Los Alamos National Laboratory that is responsible for GenBank) will co-sponsor an international symposium on computer analysis in molecular evolution, gene regulation, and developmental genetics in 1985.  The Northeast resource is committed to the principle of a Molecular Biology Network linking all regional computer resources in that field of science.  ",MOLECULAR BIOLOGY COMPUTER RESOURCE AND RESEARCH PROGRAM,3104092,P41RR002275,"['nucleic acid sequence ', ' RNA ', ' DNA ', ' health science research ', ' genetic regulation ', ' gene expression ', ' developmental genetics ', ' molecular genetics ', ' allied health education ', ' health education ', ' computer assisted instruction ', ' computer center ', ' online computer ', ' artificial intelligence ', ' biotechnology ', ' biochemical evolution ', ' ']",NCRR,P41,1985,524983,-0.022920180444372478
"PROTEIN IDENTIFICATION RESOURCE We propose to develop a protein identification resource.  It will contain an expert computer system for protein identification, which will incorporate and identification paradigm, suitable computer programs, organizational structures (including correlations and patterns in the information) and protein sequences, amino acid compositions, and ancillary biochemical and biological knowledge.  We also propose to develop a system of programs to make predictions of medical significance based mainly on the Resource knowledge, including secondary structure, antigenic sites, recognition domains and cross-reactivity of antibodies, best nucleic acid sequence probes, and possible restriction enzyme cut sites of coding regions.  Finally, we plan to develop a computer system using the knowledge base that will facilitate associative browsing, the development of scientific insight, and the rejection of false hypotheses.  Collaborative research will involve two theoretical projects to quantitate the use of additional data, from amino acid composition and from predicted secondary structures, to improve the power of the identification system.  The other two projects involve the examination of new kinds of experimental data to make identifications.  A workshop on computer methods will be held in the first year to suggest new collaborative projects.  We will continue the on-line public access to our protein sequence knowledge base.  We will publish a Newsletter to familiarize users with the system.  Our goal is to develop a system so easy to use that biochemists all over the worls will perform their own routine identifications using telephone networks.  The great explosion in the accumulation of structural data bears witness that investigators, over 4,000 of them, think that the information is important in their many different fields including virology, immunology, pharmacology, oncology, genetics, genetic engineering, biochemistry, physiology, and pathology.  Protein structures contain important information required for understanding the causes of disease and developing a rational approach to treatment.  These data are essential in the design of cures based on information macromolecules, which can be specific to the individual or to the particular type of virus, cancer, autoimmune disease, on inborn error of metabolism.  ",PROTEIN IDENTIFICATION RESOURCE,3104008,P41RR001821,"['information systems ', ' computer center ', ' computer data analysis ', ' artificial intelligence ', ' computers ', ' biomedical equipment resource ', ' ']",NCRR,P41,1985,792575,-0.02079418517123107
"LONG-TERM PLASMA EXCHANGE IN FAMILIAL HYPERCHOLESTEROLEM The objective of this study is to determine in subjects heterozygous for familial hypercholesterolemia (FH) whether the very massive reduction in plasma total and low density lipoprotein cholesterol (approximately 120 mg/dl) which can be achieved using repetitive isovolumetric plasma exchange (RPE) coupled with hypocholesterolemic drug therapy can induce regression or prevent progression of atheromatous coronary artery disease.  The substantial decrease and improved long term control of low density lipoprotein cholesterol by RPE coupled with hypocholesterolemic drugs should amplify the preliminary evidence which has indicated that regression of early femoral atherosclerosis and nonprogression of advanced coronary lesions can be achieved by drug treatment alone in heterozygous FH.  We propose to undertake long-term (four years) RPE at two week intervals in fifteen heterozygous subjects with FH.  Pretreatment and within treatment coronary atheromatous lesions and ventricular function and perfusion will be assessed by serial quantitative, computerized coronary angiography, rest and exercise Thallium-201 perfusion studies, respectively.  The effectiveness of RPE will be judged not only by longitudinal studies of the plasma exchange group, but also in a randomized concurrent control group of subjects receiving only maximal drug therapy.  In addition, comparison will also be made against two groups of patients (historical controls) selected by Dr. John Brensike from the type II coronary intervention study recently completed at the NIH.  These patients will be selected using the same criteria for entry into this study and will have been treated with diet alone or diet plus cholestyramine.  The subjects will have undergone cardiac catheterization at the start of the study, at two years after entry, and at five years after entry.  In effect, therefore, the results of repeat coronary angiography in fifteen patients who undergo massive reductions in plasma cholesterol by REP plus maximal drug therapy will be compared to three control groups: a randomized concurrently treated group (diet plus maximal drug therapy), and two historical NIH concurrently treated groups (one with dietary treatment only, and a group on diet plus cholestyramine).  ",LONG-TERM PLASMA EXCHANGE IN FAMILIAL HYPERCHOLESTEROLEM,3339738,R01HL028356,"['human therapy evaluation ', ' longitudinal human study ', ' nutrition related tag ', ' diet therapy ', ' phantom model ', ' familial hyperlipoproteinemia type II ', ' low density lipoprotein ', ' human subject ', ' heart imaging /visualization /scanning ', ' cineangiocardiography ', ' coronary disorder ', ' remission /regression ', ' artificial intelligence ', ' angiography ', ' cardiovascular stress test ', ' cardiovascular disorder chemotherapy ', ' atherosclerosis ', ' antiatherogenic agent ', ' plasmapheresis ', ' biological fluid transport ', ' cholestyramine ', ' ']",NHLBI,R01,1985,424226,-0.16125878885963332
"TWO DIMENSIONAL PHOTON COUNTING POSTITION ENCODER A two-dimensional Photon Counting Position Encoder is proposed for Positron Emission Tomography (PET) medical cameras.  The new detector uses three new concepts:  1) a method of controlling the spatial distribution of photons from Bismuth Germanate Scintillators, 2) the use of all digital photon counting for processing the photomultiplier signal, and 3) the use of pattern recognition to encode position.  The new detector is expected to reduce the cost of this portion of the PET scanner by approximately a factor of eight.  The cost reduction anticipated for a typical four ring camera will be in the range of $600,000 to $1,000,000 which is 20-40 percent of the cost of the PET scanner.  In addition to the potential cost savings of this new approach, the photon division technique will allow one to obtain 2-3 mm position resolution in two dimensions.  The state-of-the art commercial scanners.  ",TWO DIMENSIONAL PHOTON COUNTING POSTITION ENCODER,3503987,R43NS022306,"['scintillation counter ', ' photomultiplier ', ' image enhancement ', ' artificial intelligence ', ' clinical biomedical equipment ', ' ']",NINDS,R43,1985,50000,-0.19340293002894535
AUTOMATED DOSE-RESPONSE ANALYSIS  ,AUTOMATED DOSE-RESPONSE ANALYSIS,3488310,R43AI020805,"['clinical biomedical equipment ', ' antibiotics ', ' microorganism growth ', ' mutagen testing ', ' drug screening /evaluation ', ' dosage ', ' combination chemotherapy ', ' antiinfective agents ', ' computer data analysis ', ' antibacterial agents ', ' artificial intelligence ', ' ']",NIAID,R43,1985,5644,-0.10986685319990512
"DIGITAL CONTROL OF REHABILITATION/EXERCISE MACHINES The long term objectives of this work are twofold.  First, to develop adaptive machines which can be used effectively in the evaluation and rehabilitation of muscular deficits due to traluma, disuse or disease in a broad spectrum of the population from victims of accidents and chronic musculoskeletal disorders to atheletes and the aged.  Second, to collaborate with health professionals in collecting and analyzing data, using the unique capabilities of these devices, and to establish a database to make these data readily accessible.  Thus, these machines should be versatile, incorporating active as well as passive exercise capacity, and capable of collecting, archiving, manipulating and comparing quantitative measurements from treatment protocols.  The specific aim of this study is to demonstrate the feasibility of developing an intelligent, digital controller, based upon computer architecture widely used and supported in the industrial process control and biomedical communities.  The controller must be capable of accurate, on-line, feedback regulation of previously developed instrumented machines.  The latter permit motion in three dimensions and employ electrohydraulic control of resistance.  To accomplish this specific aim, several steps are required.  Initially, the dynamic performance of the electrohydraulic actuator unit must be characterized using standard control engineering test protocols.  Next, a prototype test system can be assembled by interfacing a minicomputer with one of the instrumented machines and allowing the computer to emulate digital controller functions.  By varying such parameters as sampling rate, data precision and feedback functions, software/hardware constraints will be established.  Finally, a configuration will be outlined specifying the requisite hardware and software components which will provide acceptable control performance.  ",DIGITAL CONTROL OF REHABILITATION/EXERCISE MACHINES,3507747,R44GM033127,"['mechanical pressure ', ' rehabilitation ', ' exercise ', ' computer data analysis ', ' time resolved data ', ' online computer ', ' computer system design /evaluation ', ' artificial intelligence ', ' computers ', ' monitoring device ', ' clinical biomedical equipment ', ' assistive device /technology ', ' ']",NIGMS,R44,1985,213987,-0.04375365036805206
"COMPREHENDING SENTENCES WITH LONG-DISTANCE DEPENDENCIES To understand the sentence ""Who did the girl the teacher forced to talk complain to?""  One must determine that ""the girl"" is to be taken as the missing subject of the verb ""talk"" and that ""who"" is the missing object of the preposition ""to.""  Sentences with such long-distance dependencies as that between ""the girl"" and the subject position preceding ""to talk"" pose special problems for theories of sentence comprehension.  They challenge the apparent human limits on short-term memory and processing capacity, in that arbitrary amounts of linguistic material can intervene between the items that are dependent upon each other and any one sentence can contain several long-distance dependencies.  Further, they are subject to unique linguistic constraints that a language user must honor.  We propose experiments to study the comprehension of sentences with long-distance dependencies, using reaction time and other measures of processing difficulty. Our goals are to determine what decision principles people follow in understanding such sentences, to identify the various types of information (lexical, pragmatic, suprasegmental, grammatical constraints) they use in making decisions about long-distance dependencies, and to specify the sequence in which they use functionally different types of information.   ",COMPREHENDING SENTENCES WITH LONG-DISTANCE DEPENDENCIES,3315838,R01HD018708,"['cognition ', ' speech ', ' psycholinguistics ', ' semantics ', ' language ', ' audiotape ', ' artificial intelligence ', ' ']",NICHD,R01,1985,66553,0.010900174860492837
"BREAST DIAGNOSIS:  QUANTITATIVE IMAGING BY ULTRASOUND The goal of this proposal is to develop and investigate methods and instruments for obtaining reliable quantitative ultrasound images of several acoustic paramenters within two-dimensional coronal cross sections of the breasts of women.  The instrument and associated programs will synergistically combine quantitative multimodal images to obtain diagnoses of breast disease.  Ultrasound computer-assisted transmission tomography will be utilized to obtain quantitative images of acoustic speed, acoustic attenuation, acoustic absorption and scatter and reflection where appropriate.  Both analytic and iterative methods of correcting aberrations in the images caused by inhomogeneous refractive index will be investigated.  Compound B-scan images will also be obtained in the same coronal planes.  Our clinical scanner will be modified to obtain data necessary for high fidelity images derived using newly developed inverse scattering methods.  Patients scheduled for surgical biopsy will be scanned and the resulting images compared to the histology results from biopsy and/or surgical mastectomy.  Comparisons between surgical specimens and acoustic images will be made using methods of automated computer-assisted pattern classification and recognition combined with histological methods of tissue preparation specifically designed to aid in comparing ultrasound images of the coronal plane of the intact breast with similar planes through the excised breast.  This parallel investigation of the clinical instrument, inverse scattering methods, histologic tissue analysis techniques, and pattern recognition programs should result in complete evaluation of the prototype clinical scanner and may result in an instruemnt design capable for use in the clinical environment.  ",BREAST DIAGNOSIS:  QUANTITATIVE IMAGING BY ULTRASOUND,3166304,R01CA024085,"['ultrasonography ', ' image processing ', ' breast neoplasms ', ' mammography ', ' human subject ', ' artificial intelligence ', ' computer assisted diagnosis ', ' clinical biomedical equipment ', ' ']",NCI,R01,1985,238188,-0.012693559475392103
KINEMATIC AND CELLULAR STUDIES OF MOTOR CONTROL  ,KINEMATIC AND CELLULAR STUDIES OF MOTOR CONTROL,3078112,K07NS000747,"['reticulospinal tract ', ' sensorimotor system ', ' neuroanatomy ', ' spinal cord mapping ', ' motor neurons ', ' electromyography ', ' neuromuscular system ', ' human age group ', ' child (0-11) ', ' limb movement ', ' head movements ', ' child physical development ', ' artificial intelligence ', ' ']",NINDS,K07,1985,56592,-0.030859081127964885
PALATAL SHELF CLOSURE: ROLE OF CELLS AND MATRIX  ,PALATAL SHELF CLOSURE: ROLE OF CELLS AND MATRIX,3072091,K04DE000104,"['cell population study ', ' hyaluronate ', ' electron microscopy ', ' palate ', ' oral mucosa ', ' histogenesis ', ' mammalian embryology ', ' tissue /cell culture ', ' mesenchyme ', ' artificial intelligence ', ' extracellular matrix ', ' ']",NIDCR,K04,1985,52942,-0.13611854772600596
"BIOMEDICAL USE OF PLASMA DESORPTION MASS SPECTROMETRY The specific aim of the proposed research is to continue to develop the analytical capability of 252Cf-plasma desorption mass spectrometry for biomedical research involving large biomolecules (m/z greater than 5000). Part of the plan is to change the method of sample preparation so that the formation of molecular ions from the substrate will be less dependent on matrix effects and at the same time will improve sensitivity to the picomole level.  The new method of sample preparation will utilize adsorption of proteins (insulin and cytochrome-C) onto polymeric surfaces from liquid solutions.  The interaction will be analyzed using phase equilibrium thermodynamics to evaluate equilibrium constants, DeltaH, and DeltaS for adsorption.  These same surfaces will become samples for 252Cf-PDMS analysis.  Fractional coverage will be determined by 252Cf-PDMS.  A general study of polymer-protein surface thermodynamics will be carried out using 252Cf-PDMS as an analytical method.  Two important protein systems, interferon and hemoglobin, have been targeted as the next model compounds for extending the mass range and capabilities of 252Cf-PDMS.  Some feasibility studies will be carried out to determine whether 252Cf-PDMS might be used to study antibody-antigen interactions and receptor sites on cell surfaces.  The studies of protein-polymer interactions have relevance to the genesis of atherosclerosis.  Specific interactions between proteins and receptor sites are fundamental to the immune response in humans and in understanding the role of proteins such as insulin in triggering a response within a cell when it attaches to a receptor site.  ",BIOMEDICAL USE OF PLASMA DESORPTION MASS SPECTROMETRY,3273558,R01GM026096,"['peptides ', ' insulin ', ' oligonucleotides ', ' interferons ', ' hemoglobin ', ' cytochrome c ', ' artificial intelligence ', ' mass spectrometry ', ' blood proteins ', ' ']",NIGMS,R01,1985,151747,-0.153917993198624
"QUANTITATIVE GAIT ANALYSIS Quantitative gait analysis using computer aided videomotion analysis, force plates and electromyography is of recognized value in assessment of gait disabilities and in quantitative evaluation of treatment.  But, despite dramatic improvements in techniques, gait analysis still lacks widespread clinical utility because of uncertainties relating to data selection, manipulation, and analysis.  Since data acquisition is usually limited to a single test session over several gait cycles, one vital problem concerns selection of a gait cycle for analysis that is representative of the patient's gait and determination of its reliability as a basis for clinical decision making.  Another problem relates to the manipulation of large quantities of data generated by measurements of various kinetic, kinematic and electromyographic parameters over several gait cycles to detect clinically significant patterns of performance.  This process is further complicated by the fact that gait patterns vary among patients with the same syndorme and to a certain extent, vary even among normals. Interpretration may be simplified by using statistical pattern recognition techniques, but for a pattern recognition approach to be successful, the enormous quantity of data must be reduced to a parsimonious set of features which describe gait patterns accurately.  Furthermore, representation of graphic patterns associated with various gait parameters in terms of a discrete set of variables would make numerical comparison more meaningful.  The first part of this study will investigate repeatability and clinical reliability of selected kinetic, kinematic and electromyographic parameters obtained from repeated gait analyses on normal subjects and two representative groups of orthopaedic patients, using a statistical criterion (variance ratio).  The feasibility of using the variance ratio as a criterion for averaging gait cycles to yield a representative cycle also will be examined.  The second part of the study will deal with the application of principal component analysis for representing gait patterns in a concise manner, as an initial step to application of pattern recognition techniques.  The effectiveness of the derived features in representing gait abnormalities will be evaluated using the same normal and orthopaedic patient subjects.  It is anticipated that the results of the proposed study will enhance the clinical effectiveness of quantitative gait analysis by defining practical computer algorithms for selecting and assessing reliability of raw gait data, and by defining techniques for feature selection that can be used effectively in pattern recognition techniques.  ",QUANTITATIVE GAIT ANALYSIS,3153483,R01AM034886,"['hip ', ' chordate locomotion ', ' musculoskeletal disorder diagnosis ', ' orthopedics ', ' arthritis ', ' electromyography ', ' human subject ', ' cerebral palsy ', ' computer graphics /printing ', ' artificial intelligence ', ' computer assisted diagnosis ', ' ']",NIADDK,R01,1985,68841,-0.010500345597431569
"DESIGN OF IMPROVED ACOUSTIC IMAGING TRANSDUCERS The purpose of this work is to greatly improve the performance of ultrasonic imaging transducers.  Improvements are anticipated in range, and clarity of images, especially of chest cavity images, which require the greatest range of clarity.  In addition, greater flexibility and lower noise levels will be achieved through signal conditioning at the transducer site.  these improvements will be made by concerted work in four areas: 1.  Evaluation of new transducer materials and composites.  Literature of piezoelectic materials and devices will be constantly reviewed, and, when results appear to have use in medical imaging transducers, laboratory tests of the materials will be conducted.  2.  Impedance and energy matching of transducers to aqueous media.  Techniques to be investigated include geometric matching, multiple thin layer matching, and cooperative electical matching.  3.  Novel transducer geometries and excitation methods.  Novel transducer geometries include well matched linear and arc sector arrays, radial surface wave devices, and surface wave scanning arrays.  4.  Thin film, thick film, and hybrid circuit technologies.  Included in this category are the fabrication of microelectronic preamplifier circuits on the transducer and the formation of intricate conductor patterns on the transducer elements.  Preliminary studies indicate that the tranducers which will be designed and built in our laboratories will have considerably greater efficiencies, wider bandwidths, lower noise, and higher output signal levels than any medical imaging transducers in existence today.  ",DESIGN OF IMPROVED ACOUSTIC IMAGING TRANSDUCERS,3279886,R01GM031671,"['image processing ', ' artificial intelligence ', ' computer assisted patient care ', ' clinical biomedical equipment ', ' ']",NIGMS,R01,1985,41248,-0.012783136766025214
"CHROMOSOMAL PROTEINS DURING CHEMICAL CARCINOGENESIS Administration of many chemical agents results in induction of malignant tumors in target tissues.  These malignancies are characterized by alterations in control of cellular function, suggesting that genomic alteration (mutation) and/or alterations in gene modulation have occurred. While a substantial body of evidence indicates that altered DNA plays a major role in this process, the role of non-DNA factors has also been demonstrated.  In this continuation, we will extend our two-dimensional gel electrophoretic study of potentially critical alterations occurring in nonhistone chromosomal proteins (NHCP) and cytosolic proteins during carcinogenesis induced by diverse acting carcinogens acetylaminofluorene (AAF) and diethylnitrosamine (DEN), and in the cancers that result.  We have demonstrated that the gel system provides a highly consistent pattern of protein separation, with extreme resolution, over long periods of time. Silver and in vitro radiolabeling techniques have been developed to permit visualization of nanogram amounts of protein(s) with applicability to computer technology.  Using these techniques, we have identified induction of tumor-associated proteins (TAP) in the total NHCP fraction as well as in the phenol-soluble fraction (phosphoproteins) of rat hepatic chromatins during AAF and DEN carcinogenesis and resulting hepatocellular carcinomas. Additionally, cytosolic AAF and DEN-TAPs have been similarly demonstrated. We will determine to what extent these changes in NHCP and cytosolic proteins characterize the general process of carcinogenesis by examining spontaneous and chemically-induced hepatic and thymus tumors in a variety of mouse inbred strains.  We will further determine the time of appearance, sub-fraction location, and in the case of NHCP, genomic distribution of TAP during chemical carcinogenesis; isolate these proteins, and produce monoclonal antibodies for use in their study, as well as determining their functional significance.  Lastly, we will continue our technological developments to assure maximum detection, and computer-assisted image-processing of the complex protein patterns that characterize normal and malignant cells in order to confirm and further detect potential hallmark proteins, whose occurrence mark malignant induction.  ",CHROMOSOMAL PROTEINS DURING CHEMICAL CARCINOGENESIS,3168056,R01CA028263,"['radiotracer ', ' autoradiography ', ' gel electrophoresis ', ' electrofocusing ', ' chemical carcinogenesis ', ' thymus neoplasms ', ' liver neoplasms ', ' neoplasm /cancer genetics ', ' neoplasm /cancer classification /staging ', ' monoclonal antibody ', ' chromatin ', ' chromosomes ', ' genetic markers ', ' acetylaminofluorene ', ' artificial intelligence ', ' nitrosamines ', ' ']",NCI,R01,1985,93047,-0.12308835605954642
"RECONSTRUCTION AND DISPLAY IN TOMOGRAPHIC RADIOLOGY This is a renewal application for a grant currently entitled ""Computer Technology for Transaxial Tomography"".  The change in title to ""Reconstruction and Display in Tomographic Radiology"" reflects a shift in the nature of the proposed work.  We propose to cover various modalities in radiology--namely, computerized tomography (CT), positron emission tomography (PET), magnetic resonance imaging (MRI) and ultrasound (US)--all of which are tomographic in the sense that they produce images of slices through the human body.  ""Reconstruction"" in the title of the proposal is to be interpreted as the procedure to produce such images from the measured raw data in CT, PET, and MRI.  ""Display"" in the title is to be interpreted as the procedure to put together in three-dimensional (3D)--or (including time) 4D--space the information that exists in the individual slices.  In ""reconstruction"" we plan to concentrate on finite series expansion methods, methods derived from a semi-continuous formulation, preprocessing of incomplete or distorted data, with applications to CT, PET, and MRI.  In ""display"" we plan to concentrate on segmentation (identification of structures of interest, such as specific organs and tumors, in the 3D space) and on rapid display, analysis, and manipulation of the identified structures, with applications to measurement of volumetric changes in soft-tissue masses, surgical planning, radiation therapy treatment planning, and characterization of the normal, ischemic and scarred myocardium.  In all cases computer software will be fully developed, implemented, tested, and evaluated, on the kind of computing equipment that is commonly available in radiology departments.  ",RECONSTRUCTION AND DISPLAY IN TOMOGRAPHIC RADIOLOGY,3339789,R01HL028438,"['surgery ', ' tomography ', ' computed axial tomography ', ' radiodiagnosis ', ' radiation therapy ', ' ultrasonography ', ' oral facial restoration ', ' image processing ', ' image enhancement ', ' neoplasm /cancer radiodiagnosis ', ' phantom model ', ' mathematical model ', ' echocardiography ', ' myocardial ischemia /hypoxia ', ' computer graphics /printing ', ' online computer ', ' computer human interaction ', ' artificial intelligence ', ' computer assisted diagnosis ', ' clinical biomedical equipment ', ' ']",NHLBI,R01,1985,659781,-0.00528017886597186
"CERVICAL CANCER DETECTION AND SCREENING (PHASE II) The objective of this research is to develop new and improved diagnostic instrumentation for cervical cancer detection and screening.  The techniques employed are based upon high-resolution digital imaging technology.  A 5-year study just completed has clarified and quantified, for the purposes of cytology automation, the concepts exploited in traditional human cervical cytology screening, i.e., the detection requirements of the Pap smear screening ""system"", the cell detection capabilities of trained cytotechnologists, and the interrelationship of these factors.  In addition, these studies proved that state-of-the-art image processing detection of suspicious and abnormal cells is as good as, or better than, highly trained cytotechnologists.  The research and development, herein (Phase II), is to further specific aspects of the computer software design and to develop the conceptual design of a feasible diagnostic instrument.  The expected results from the Phase II development would be completed software algorithms and other system parameters in a specific design.  The potential commercial application of this research is in the area of clinical laboratory instrumentation and testing.  The public health benefits include:  (1)\a potential increase in accuracy and reproducibility in the routine performance of the Pap test; (2)\a possibility of standardization from one screening laboratory to another; and (3)\the potential capability of a more ready availability of this test to the general public.  (3)   ",CERVICAL CANCER DETECTION AND SCREENING (PHASE II),3506369,R44CA036657,"['image processing ', ' preneoplastic state ', ' cervix neoplasms ', ' neoplasm /cancer diagnosis ', ' neoplasm /cancer classification /staging ', ' cervical /vaginal smear ', ' mass screening ', ' cytology ', ' artificial intelligence ', ' cytoplasm ', ' cell nucleus ', ' computer assisted diagnosis ', ' clinical biomedical equipment ', ' ']",NCI,R44,1985,298852,-0.1638059260396178
"SYSTEM FOR STRUCTURAL ANALYSIS OF WAVEFORMS Many clinical settings require waveform analysis and considerable resources are being devoted to the development of specialized programs for analyzing waveform morphology.  Unlike the generality commonly available in statistical packages, the inability to transfer shape analysis programs across problem areas leads to much duplication of effort.  L.N.K. has developed a Waveform Analysis and Processing System (WAPSYS), using artificial intelligence models and search procedures.  As currently implemented the program allows input of waveform structural descriptions, but the user is required to write some specialized code which must be linked with the rest of the system for each new problem domain.  The purpose of the Phase I research is to investigate enhancements to WAPSYS, which would remove present limitations and lease to a powerful and general tool for waveform analysis with graphic facilities for input and display. The Phase II goal is the integration of WAPSYS with two existing interactive packages for analysis of statistical structure.  This would provide a system for flexible and rapid remodeling of statistical and non-statistical structure.  ",SYSTEM FOR STRUCTURAL ANALYSIS OF WAVEFORMS,3497516,R43GM033614,"['image processing ', ' mathematical model ', ' computer simulation ', ' computer graphics /printing ', ' computer data analysis ', ' time resolved data ', ' artificial intelligence ', ' ']",NIGMS,R43,1985,50000,-0.056814467632824925
"CLINICAL DECISION MAKING AND ARTIFICIAL INTELLIGENCE We propose to apply artificial intelligence methods to the study of clinical decision making and the creation of knowledgable expert medical consulting programs.  This application proposes three related investigations:  1. To study the cognitive processes of physicians engaged in clinical decision making by collecting and analyzing transcripts of their volunteered and elicited responses while solving clinical problems; to describe the knowledge representations and problem-solving methods used by physicians in cases involving considerable uncertainty and considerable risk; to study the variation in skills and style of experts by degree of expertise and area of sub-specialization.  2. To develop new methods that allow expert programs to explain and justify their conclusions by arguing from fundamental medical facts and principles and reconstructing the path by which those bases have led to the program's behavior; to improve the application of automatic programming methods to allow the performance program to be generated automatically from these facts and principles.  3. To continue development of a decision analysis and sensitivity analysis system for clinical and policy analysis use on microcomputers; to distribute that system to a limited cohort of clinicians and investigators, and to study its use.  ",CLINICAL DECISION MAKING AND ARTIFICIAL INTELLIGENCE,3450519,R24RR001320,"['mental process ', ' experience ', ' problem solving ', ' decision making ', ' model design /development ', ' case history ', ' computer simulation ', ' artificial intelligence ', ' computer assisted medical decision making ', ' computer assisted diagnosis ', ' ']",NCRR,R24,1985,146019,-0.07382602230354647
"TEXTSKIMER:  A HANDHELD READER FOR THE VISUALLY IMPAIRED There is a great need for an economical reading machine for use by blind and visually impaired people.  A unique device, incorporating a handheld scanner and associated character recognition logic and allow users to input hardcopy text to computer files for general use and output through a voice synthesizer or braille output device.  The handheld scanncer is robust enough to be used even by blind persons. This is made possible by a high scanning window (1 inch) and a unique patented velocity compensation circuit.  The high scanning window also allows automatic format analysis, not available in any other machine currently available.  Other patented techniques incorporated in this device enable the reading of very poor quality text and is inherently font-insensitive.  The cost of the machine is projected to be less than $2,000.  ",TEXTSKIMER:  A HANDHELD READER FOR THE VISUALLY IMPAIRED,3496852,R43EY006245,"['speech synthesizers ', ' blindness ', ' vision disorders ', ' blind aid ', ' computer graphics /printing ', ' computer system design /evaluation ', ' artificial intelligence ', ' computers ', ' ']",NEI,R43,1985,50000,-0.12506232903857006
