title,text,label
A Wireless Multiscale Distributed Interface to the Cortex,"A Wireless Multiscale Distributed Interface to the Cortex    DESCRIPTION (provided by applicant):  The development of advanced neuroprosthetic systems and brain-machine interfaces for high-capacity, real-time, bi-directional communication with the nervous system is a major challenge to the emerging neural engineering discipline.  While recent advances in the fabrication of high-density microelectrode arrays (HDMEAs) for multiunit recording and stimulation have triggered numerous neurobiological discoveries, the resulting large data throughput and the variability of cortical responses over repeated trials preclude the ability to design a wireless, adaptive, fully implantable large-scale interface to the cortex.  This severely limits the feasibility and space of experimental paradigms needed to improve our understanding of the nervous system functionality and characterize cortical responses in freely behaving subjects interacting naturally with their surroundings.  The objective of this project is to develop a wireless interface to the cortex capable of processing simultaneously recorded neural signalsfrom 64 electrode channels in real time.  The project has 3 aims:  1.  Develop advanced signal processing algorithms for sensing and decoding neuronal response properties from distributed intra-cortical neural activity:  1) Optimize our existing signal processing algorithms for hardware implementation to extract the desired neural activity early in the data stream; 2) Develop new algorithms for decoding these responses to characterize the natural behavior of awake, behaving animal models.  2.  Design low-power integrated circuits and wireless telemetry for a 64 channel system:  1) Optimize the design of a low power Neural Interface Node (NIN) module to feature wireless communication and powering capability for subcutaneous implantation; 2) Design and fabricate an extracranial Manager Interface Module (MIM) to permit:  a) wireless powering and data exchange with up to 2 implanted NIN modules; b) wireless bidirectional exchange of data and control with a central base station.  3.  Demonstrate the system functionality in vitro and vivo:  1) Build a 32 channel system and test its performance in vitro in retinal slices and in vivo in awake behaving rodents; 2) Demonstrate the real time functionality of a 64 channel system in vitro and explore its feasibility in vivo; 3) Optimize the entire system design, and benchmark it against a commercial 64 channel wired data acquisition system.  PUBLIC HEALTH RELEVANCE:  This project seeks to develop a wireless electronic microsystem to be implanted in the rat brain to continuously monitor neural signals when the rat is freely behaving in an open environment.  This system will help understand how brain cells process information.  This will help design assistive technology for people with severe paralysis.       n/a",
Reliable Human-Model Observers for Emission Tomography,"Reliable Human-Model Observers for Emission Tomography    DESCRIPTION (provided by applicant): Our overall objective is to develop numerical observers for dependable technology evaluations in emission tomography. Positron emission tomography (PET) and single-photon emission tomography (SPECT) are the primary clinical modalities for imaging many types of cancer. However, early de- tection often presents the best chances of surviving cancer whereas these imaging modalities have limited diagnostic utility for small tumors. Systematic task-based developmental assessments could facilitate early identification of promising new technology for improving the diagnostic capabilities of these modalities. Yet, assessments with human observers are generally impractical for developmental use. Moreover, available mathematical models (or numerical observers) intended to predict human performance-what we refer to as human-model observers-present significant limits, including con- straints on the types of diagnostic tasks that can be considered. Partly because of these constraints, existing human-model observers frequently require revalidation given any change to the imaging pro- cess. Our approach to observer development is founded on the concept of task equivalence, whereby the task for the numerical observer mirrors the desired clinical task as closely as possible. In this grant, we propose a novel observer framework that is influenced by descriptions of radiologists' visual-search (VS) processes, in which an initial global scan of an image identifies candidate locations deserving closer inspection. We shall use the VS paradigm to investigate the hypotheses that task equivalence i) can lead to a human-observer model that reliably generalizes to a wide range of diagnostic tasks, and ii) is necessary to ensure truly relevant task-based evaluations. We shall test these hypotheses through observer studies with fluorine-18 deoxyglucose (FDG) whole-body PET and SPECT In-111 imaging of neuroendocrine tumors (NETs). A state-of-the-art model observer for developmental stud- ies should be capable of detection-localization tasks, and our observer studies will be analyzed with jackknife FROC (JAFROC) methodology. The specific aims of this work are to: 1) determine what features of FDG-PET image slices attract initial human-observer attention; 2) develop a VS numerical observer for tumor detection-localization tasks in FDG-PET; 3) test the VS observer against humans in a JAFROC detection-localization study featuring hybrid PET images; 4) investigate generalizations of the VS observer to SPECT and 3D detection-localization tasks; and 5) compare system optimiza- tions for oncologic SPECT obtained from the VS and existing numerical observers. The application is optimization of a parallel-hole collimator design for In-111 NET imaging.      PUBLIC HEALTH RELEVANCE: Functional imaging with positron emission tomography (PET) and single-photon emission tomog- raphy (SPECT) has a significant role in cancer diagnosis and management. Still, early detection offers the best chances for surviving many cancers and refining the diagnostic capabilities of these modali- ties for small tumors continues to be a major research focus. This work is focused on the development of assessment methods for assisting in the early identification of technological advances that could improve the diagnostic utility of PET and SPECT.           Project Narrative  Functional imaging with positron emission tomography (PET) and single-photon emission tomog- raphy (SPECT) has a significant role in cancer diagnosis and management. Still, early detection offers the best chances for surviving many cancers and refining the diagnostic capabilities of these modali- ties for small tumors continues to be a major research focus. This work is focused on the development of assessment methods for assisting in the early identification of technological advances that could improve the diagnostic utility of PET and SPECT.",
Efficient Statistical Methods for Association Studies with Dense Genotypes and Family History of Disease,"Efficient Statistical Methods for Association Studies with Dense Genotypes and Family History of Disease PROJECT SUMMARY / ABSTRACT In many genetic studies, case-control samples (probands) are recruited and phenotypes in their relatives are collected through a family health history interview on the probands. In these designs with combined genome-wide association study (GWAS) data in probands and family history in relatives (GWAS+FH), family member’s dense genotypes are often not collected due to the high cost of in-person collection of blood sample or death of a relative. Discarding relatives’ phenotypes lead to waste of much useful information because by examining patterns of the phenotypes among relatives with combination of genetic factors, environmental conditions, and lifestyle choices, a GWAS+FH leads to improved power of identifying an individual at risk of disease than using probands data alone. Multilevel models are powerful tools to test for association between genetic markers and correlated phenotypes because of their ability to account for varying degrees of relatedness among individuals. Improved power is expected from increased sample size by including relatives, higher chance to detect genuine genetic associations, and better type I error control compared to probands only analyses. However, analysis is highly challenging due to missing genotypes in relatives and correlation among family members’ phenotypes. The use of mixed effects multilevel model tools is rare in genetic association studies until recently, mainly due to the bottleneck of sub-optimal computational tools that do not meet requirements to handle large-scale GWAS and large sample size. This proposal addresses these challenges by providing fast and comprehensive statistical tools to increase our ability to map genetic variants in the combined data of proband GWAS and family history in relatives. Through multilevel mixed effects models, we will achieve improved power of association testing while controlling for correlation and confounding by: (1) use dense genotypes in probands to estimate between-family genetic similarities and expected values of missing relative genotypes; and (2) combine with within-family relatedness represented by polygenic effects. We will apply our methods to analyze Washington Heights-Inwood Columbia Aging Project, which offers golden opportunities to discover genetic variants associated with the risk of Alzheimer's disease in multiple ethnicity groups (Caucasian, African American and Hispanics). The novel statistical methods will ultimately allow personalized risk estimation of disease to each individual’s unique biomarkers, and aid in important decision making including genetic testing and genetic counseling. PROJECT NARRATIVE Efficient statistical methods to estimate genotype-specific risk prediction in disease and analyze association of genetic risk variants with disease will directly impact the lives of individuals and families by providing prognostic information for subjects in relation to disease risk or onset. The novel techniques will ultimately allow personalized risk estimation of disease tailored to each patient’s unique features with information from family history, and aid in important decision making process including genetic counseling and genetic testing.",
KNOWLEDGE BASED INTERPRETATION OF CARDIAC ARRHYTHMIAS,"KNOWLEDGE BASED INTERPRETATION OF CARDIAC ARRHYTHMIAS This application proposes development of new computer algorithms for reasoning about time-varying data from underlying causal models.  The signals consist of two or more channels of events, each event having several properties including time of occurrence and event shape class.  The models can be represented as graphs in which the nodes are digital components, some of which give rise to observable events.  The arcs are physical connections associated with time delays.  The application domain is the electrocardiogram, in which the P waves and QRS complexes represent two event channels, and optional intracardiac recordings contribute additional channels.  The P waves and QRS complexes are the results of the all-or-nothing depolarization of the atria and ventricles, respectively. These cardiac structures are connected anatomically and functionally by a series of other structures, each associated with a characteristic conduction time.  The analytic approach will be a variation of the hypothesize-and-test paradigm.  A hierarchy of models will be constructed whose base is the most complex, most comprehensive model, and whose derivatives are all simpler variants.  The control loop will be based on the ""tracking"" concept used in many knowledge-based monitoring systems.  The output of the proposed system will be one or more complete causal explanations of the observed signal. Each explanation will consist of an instantiated model and event-by-event annotation of causality based on the model.  When a signal admits of more than one explanatory model, each will be developed an displayed separately.  The hypothesis to be tested is that a cardiac arrhythmia monitor constructed using knowledge-based programming methods will perform substantially better than current clinical arrhythmia monitors as measured by correct diagnoses of clinically important arrhythmias such as second degree atrioventricular block, wide complex tachycardias, and detection of subtle signs of preexcitation.  This project is attractive for two reasons.  First, it offers new knowledge-based algorithms for model-based reasoning about time-varying signals.  This is an unsolved problem in the expert systems field.  Second, current cardiac arrhythmia monitors do not perform nearly as well as do expert nurses, technicians, and physicians.  The proposed project will contribute to the development of an improved generation of models that should result in improved care of patients in intensive care settings.  n/a",
Molecular mechanisms of germline DNA repair and DNA damage response,"Molecular mechanisms of germline DNA repair and DNA damage response DESCRIPTION (provided by applicant):     PROJECT SUMMARY Failure to activate the DNA damage response (DDR) pathway allows cells with unrepaired DNA to divide and can lead to the formation and proliferation of tumors. Impaired DNA repair can increase the incidence of cancer through the formation of deletions, amplifications, and gross chromosomal rearrangements. A hallmark feature of tumor progression is aneuploidy as a result of aberrant chromosome segregation stemming from impaired DNA damage checkpoint activation and/or DNA repair. Importantly, defects in germline DNA repair and DNA damage response also lead to aneuploidy, and as a result, to miscarriages, birth defects, infertility and tumorigenesis. Despite the relevance of both DDR and DNA repair for human health, these mechanisms are not fully understood at the molecular level. Our goal is to elucidate the mechanisms involved in maintaining genomic stability at the molecular level in the nematode C. elegans, an ideal model system for germline studies, amenable to molecular, genetic, biochemical, cytological and computational biology approaches. We have recently identified HIM-20, an uncharacterized D111/Gpatch domain containing protein also present in humans. Partial depletion of HIM-20 results in sensitivity to ionizing radiation and a delay in the repair of meiotic double strand breaks. HIM-20 colocalizes and interacts with crossover promoting proteins. We propose that HIM-20 is involved in DNA repair and acts to promote crossover formation. We will determine the mechanism of function of HIM-20 in DNA repair by examining both the progression and output of recombination in him-20 mutants; the response of him-20 mutants to DNA damage; the interdependencies driving the localization pattern of HIM-20; identifying its binding partners; and determining its DNA substrate binding specificities in vitro. These studies will provide critical insight into the procss by which HIM-20 and its human ortholog promote genome stability. Through combined genetic, molecular, cytological and biochemical approaches, we will determine the mechanism of function for ZTF-8, a novel and conserved protein that our studies have shown interacts with a component of the 9-1-1 DDR complex and is required for DDR and DSB repair. These studies will shed new light on our understanding of the DDR and DSB repair pathways in the germline. Finally, we will identify the genetic interaction network required for proper chromosome segregation and apoptosis in the nematode C. elegans. We will test pair-wise combinations of genetic mutations in DNA repair and DDR genes with depletion of germline-enriched genes by RNAi in a high-throughput format designed and proven to detect chromosome missegregation and cells undergoing apoptosis. Hierarchical clustering of genetic interaction profiles associated with each query will order genes to identify those that are functionally related, predict biochemical pathways and protein complexes, assign function to uncharacterized genes, and reveal the large-scale structure of the biological network driving genome stability. Taken together, this application will provide significant new insights into the molecular mechanisms regulating genome stability. Defects in germline DNA repair and DNA damage response lead to miscarriages, birth defects, infertility and tumor formation. This application takes advantage of the ease of genetic, cytological, molecular, biochemical and computational biology analysis in the worm C. elegans to investigate the molecular mechanisms of function for DNA repair and DNA damage response proteins also present in humans. These studies will significantly contribute to our understanding of how these critical processes regulate human reproductive health and provide potential new targets for diagnosing cancer susceptibility and cancer drug therapy.",
Neural dynamics and adaption for brain machine interface control,"Neural dynamics and adaption for brain machine interface control Project Summary/Abstract  Millions of people suffer from some form of paralysis. In most of these cases the connection between the brain and the spinal cord is damaged, however, the motor cortex is healthy and intact. Thus, for these individuals, brain-machine interfaces (BMIs) hold significant promise for improving quality of life. BMIs decode an individual's intention to move by utilizing statistical models of neural activity patterns recorded from the motor cortex using implanted electrode arrays. While these methods have been encouraging in preclinical experiments and clinical trials for controlling thought-driven 2D computer cursors, they suffer from poor performance when applied to higher degrees-of-freedom (e.g., robotic limbs), and are not robust to the inevitable degradation of the electrode array. In order to address these clinical needs, this project starts from the recent observation that just as some behaviors are easier to learn, some patterns of neural activity, termed neural states, are also easier to generate. The overarching goal of this project is to elucidate if these “easy to generate” neural states can be used to robustly control a prosthetic arm. This is a significant departure from current decoding methods, which incorporate little to no information about the motor system, especially its ability to learn and adapt. The first major aim of this work is to develop experiments and analysis methods in order to find these “easy to generate” neural states in the non- human primate (i.e., rhesus monkey) motor system. Here “easy to generate” can be understood as the monkey's ability to volitionally generate that particular neural state. The second major aim of this work is to characterize the properties of the motor system that enable some states to be more easily generated than others. Prior work in our lab has shown that motor cortical population activity has well-defined structure, as predicted by dynamical system theory. These dynamics cause neural states to evolve in lawful ways through time. The work here will extend these findings by characterizing the dynamics associated with a monkey learning to generate a neural state. Finally, the third major aim of this work is to determine if neural states that monkeys can volitionally generate can be utilized for robust control of a prosthetic arm. The central hypothesis of this work is that building a model that only utilizes firing patterns that can be easily generated (as determined experimentally) will enable robust and high-performance control of a prosthetic arm. If successful, this study could have significant clinical impact by presenting a new paradigm to enable robust control of a prosthesis. Project Narrative  Millions of people worldwide suffer from neurological injuries or neurodegenerative diseases that result in considerable movement impairment. Brain machine interfaces (BMIs) hold considerable promise in drastically improving the quality of life for these individuals, who otherwise have very limited treatment options. This work will investigate the motor system's ability to learn and adapt, and directly use these insights to build robust high degree-of-freedom BMIs for clinical applications.",
The gist of the space: A space centered approach to visual scene perception,"The gist of the space: A space centered approach to visual scene perception    DESCRIPTION (provided by applicant): Vision is central to our interactions with the world. Aside from recognizing faces and communicating with people, our daily activities are also organized around two fundamental tasks: recognizing our environment and navigating through it. The research program of Dr. Aude Oliva constitutes a new integration of behavioral, computational and cognitive neuroscience research on scene perception. A growing body of evidence from behavioral, imaging and computational investigations has shown that the perception of complex real-world scenes engages distinct cognitive and neural mechanisms from those engaged in object recognition. To date, however, this evidence has not resulted in a comprehensive framework for understanding scene processing.  Here, the PI proposes to test the novel hypothesis that real-world scene analysis is performed in a network of distinctive brain regions, with each region specialized in representing a different level of scene information. Since scenes are inherently three-dimensional spaces, she will show that the brain capitalizes on information uniquely derived from the space encompassed by a scene, rather than an exclusively object-based description. In other words, before knowing the ""gist of a scene,"" we analyze the ""gist of the space.""  Understanding the nature of the brain's representations of visual scenes is an enterprise that will push the development of fast and reliable rehabilitation strategies for individuals with visual and spatial impairments, and push forward the development of aid-based systems that rely on an understanding of the visual space. Real-world scene recognition is an unsolved mystery that will have implications for neuroscience, computational vision, artificial intelligence, robotics and psychology.      PUBLIC HEALTH RELEVANCE: The research program constitutes a new integration of computational and cognitive neuroscience research on scene and space perception, with the aim of unraveling how the understanding of visual environments (where we are, where to navigate) arises in the human brain.           The research program constitutes a new integration of computational and cognitive neuroscience research on scene and space perception, with the aim of unraveling how the understanding of visual environments (where we are, where to navigate) arises in the human brain.         ",
Clinical resting state fMRI software for surgical planning,"Clinical resting state fMRI software for surgical planning Abstract Classically, anatomic information provided by MRI has been essential to the neurosurgeon to maximize extent of tumor resection and, as a result, improve survival statistics. That said, it is not routine during resections to make use of similar imaging information that reflect the functional organization of the brain. Task-based fMRI has been employed as a means of pre-operatively localizing function. However, task-based fMRI depends on the patient’s ability to comply with the task paradigm, which frequently is lacking. This problem can be overcome by using the recently developed method of resting state functional magnetic resonance imaging (rsfMRI) to localize function. Moreover, rsfMRI is highly efficient, as multiple resting state networks (RSNs) associated with multiple cognitive domains can be mapped at the same time. With this in mind, the long-term goal of our research is to improve survival and quality of life after surgical resection of brain tumors by improving the identification/preservation of eloquent cortex. The current barrier that prevents the widespread use of rsfMRI is 1) the high degree of advanced imaging expertise currently necessary to create and interpret the images and 2) the necessary IT infrastructure necessary to support the analyses. To address this shortcoming, we propose to create a turnkey system for functional mapping within the brain that resides on a cloud-computing platform. At the heart of our methodology is a multi-layer perceptron (MLP) algorithm that assigns RSN membership to each locus within the brain using supervised classification of rsfMRI data. Current data demonstrate that MLP-based RSN mapping is more reliable than conventional task-based fMRI and is extremely sensitive to sites identified by cortical stimulation (the standard in intraoperative mapping). Translation of the science and techniques created at Washington University will be accomplished by a deep collaboration with Radiologics, an emerging company with strong expertise in cloud computing for clinical imaging. Towards this end, the overall objective of the proposed project is to create an imaging technology package, named Cirrus, that will integrate automatic MLP-based RSN mapping with cloud-based computing. The Specific Aims of this proposal are to 1) Create Cloud-Based rsfMRI Brain Mapping Capability - Cirrus, 2) Deploy Cloud-Based rsfMRI Capability (Cirrus Platform) to New User Host Institutions, and 3) Optimize the Clinical User Interface (UI) of Cirrus. The expected outcome of this translational strategy will be an integrated imaging/surgical presurgical mapping technology using rsfMRI with clearly defined performance capabilities, well delineated localization outputs, and a clinician friendly user experience that scales to all types of health care settings. Thus, this proposal is innovative because there currently does not exist any comparable system that integrates cutting edge image analysis tools with cloud-based capabilities. This work is significant because it will disseminate technology that fundamentally enhances the surgeon’s understanding of the functional implications of their surgical strategy, thereby enables safer, more tailored approaches to improving outcomes. Project Narrative The proposed research is an academic industry partnership that will make available, to any neurosurgical practice advanced functional MRI methodology to define critical regions in the brain. This development is relevant to public health because it has the potential to improve functional outcomes following surgical removal of brain tumors. Towards this end, we propose to create an imaging technology package that will integrate 1) advanced machine learning techniques using resting state functional magnetic resonance imaging, and 2) cloud-based computing, to perform advanced brain mapping. Thus, advanced functional localization can be standardized and acquired at any institution by being uniformly processed in the cloud and sent back to the home institution without the need for costly infrastructure. The integrated package will enable clinicians in any practice environment to efficiently and reliably visualize function on the brain’s anatomy prior to surgery.",
Combinatorial matrix-mimetic recombinant proteins as engineered nerve guidance conduits,"Combinatorial matrix-mimetic recombinant proteins as engineered nerve guidance conduits ABSTRACT Over 500,000 Americans suffer from peripheral nerve injury (PNI), and despite surgical interventions, most suffer permanent loss of motor function and sensation. Current clinical options for long nerve gap PNI include naturally- derived grafts, which provide native matrix cues to regenerate neurons but suffer from very limited supply and batch-to-batch variability, or synthetic nerve guidance conduits (NGCs), which are easy to manufacture but often fail due to lack of regenerative cues. The main challenge with using any NGC for treatment of PNI is the immense trade-off between providing the complex matrix cues necessary for optimal nerve regeneration while providing a conduit that is readily available, reproducible, and easily fabricated. To overcome this challenge, we propose an entirely new type of biomaterial: a computationally optimized, protein-engineered recombinant NGC (rNGC). This rNGC combines the reliability of synthetic NGCs with the presentation of multiple regenerative matrix cues of natural NGCs. Because current understanding of cell-matrix interactions is insufficient to enable to direct design of a fully functional rNGC, we hypothesize that the use of machine learning, computational optimization methods will allow identification of an rNGC that promotes nerve regeneration similar to the current gold standard autograft. We utilize a family of protein-engineered, elastin-like proteins (ELPs) that are reproducible, with predictable, consistent material properties, and fully chemically defined for streamlined FDA approval. Due to ELPs’ modular design, they have biomechanical (i.e. matrix stiffness) and biochemical (i.e. cell-adhesive ligand) properties that are independently tunable over a broad range. While numerous studies detail the effects of individual biomechanical or biochemical matrix cues on neurite outgrowth using single-variable approaches, their combinatorial effects have been largely unexplored as insufficient knowledge exists to make accurate predictions of their interactions a priori. This fundamentally prohibits the direct design of combinatorial matrix cues. We hypothesize that optimized presentation of biomechanical and biochemical cues will create a microenvironment that better mimics the native ECM milieu, resulting in synergistic ligand cross-talk to improve nerve regeneration. In Aim 1, we use computational optimization methods to identify the combination of ligand identities, ligand concentrations, and matrix stiffness that best enhances neurite outgrowth. We will develop and characterize a library of ELP variants with distinct cell-adhesive ligands derived from native ECM, and assess their ability to support neurite outgrowth from rat dorsal root ganglia (DRG). In Aim 2, we will validate our in vitro optimization results in a preclinical, rat sciatic nerve injury model. A core-shell, ELP-based rNGC with an inner core matrix of the optimized ELP formulation from Aim 1 will be fabricated and evaluated for its ability to enhance therapeutic outcome. Controls include reversed nerve autograft, hollow silicone conduit, and non-optimized ELP- based rNGC. This study would represent the first use of computational optimization methods to design a reproducible, reliable, recombinant biomaterial with multiple regenerative matrix cues. PROJECT NARRATIVE The main challenge with using nerve guidance conduits (NGCs) to bridge long peripheral nerve gap injuries is the immense trade-off between providing the complex matrix cues necessary for optimal nerve regeneration while providing a conduit that is readily available, reproducible, and easily fabricated. To address this challenge, here we utilize (1) computational optimization methods to identify the optimal biochemical and biomechanical matrix cues for nerve regeneration, and (2) advanced protein-engineering strategies to incorporate these cues into a recombinant NGC (rNGC). Our rNGC combines the reliability of synthetic NGCs with the matrix cues of naturally-derived NGCs to make an affordable, off-the-shelf rNGC that promotes nerve regeneration.",
The adaptive potential of translational regulation,"The adaptive potential of translational regulation Project Summary/Abstract  Our current understanding of the adaptive effects of mutation is largely limited to alterations in protein coding sequence and disruption of transcriptional cis-regulatory promoters. Very little is known about how mutations alter translation, or the role these mutations play in adaptation and evolution. This project seeks to address this gap by identifying the functional effect of mutations on translation. To accomplish this I will first identify mutations that arise from adaptation to various nutrient limited environments. I will then use expression profiling (e.g. RNA-seq, ribosome profiling, and RATE-seq) to identify the effect these mutations have on translation, as well as other levels of gene expression. This will provide insight into the magnitude of effect mutations have on translation and their relative rate. Furthermore, to fully characterize the role synonymous mutations have on fitness I will be using a deep scanning synonymous mutation library. To understand the role tRNA abundance plays in the fitness effect of a given synonymous mutations, I will also be evaluating fitness within tRNA under- and over-expression backgrounds. Because of the closely coupled nature of translation rates and mRNA decay, I will also characterize the effect synonymous mutations have on mRNA decay using RATE-seq. My analysis of the functional effects of these mutations on gene expression, particularly within the genetic background and environment in which they arose, will allow for the development of a machine learning algorithm that can use sequence and annotation features to predict the effect of a mutation on gene expression. This tool will aid future research into the effect mutations have of gene expression by allowing the identification of high-confidence candidates for further evaluation.  This project will be conducted at New York University’s Center for Genomics and Systems Biology, whose mission is to answer otherwise intractable biological questions using applied experimental and computational approaches. The Center houses numerous facilities and cores that will be instrumental in the performance of this work. The collaborative atmosphere and multi-disciplinary nature of NYU’s research communities that will enable me to stay abreast of developments in related fields and to rapidly communicate my research to interested parties. I will be trained under the guidance of Dr. David Gresham, an excellent researcher working on complementing long-term evolution experiments with gene expression studies to characterize the adaptive potential of the regulation of gene expression. Project Narrative The translation of mRNA into protein is a critical step in gene expression that is tightly regulated with mis-regulation of translation being a hallmark of many human pathologies. Understanding how mutations can alter the regulation of translation is an understudied but important aspect of adaptation and evolution. Ultimately, without an understanding of the adaptive potential of translation we have an incomplete, and imperfect, picture of the underlying genetic causes of numerous forms of cancer and genetic diseases.",
Investigating Brain Connectivity in Autism at the Whole-Brain Level,"Investigating Brain Connectivity in Autism at the Whole-Brain Level  ABSTRACT: This proposal aims to elucidate the functional organization of the whole brain in Autism Spectrum Disorders (hereafter referred to as autism), a group of neurodevelopmental disorders that affect roughly 1 in 110 individuals born today. I will test the overarching hypothesis that functional coupling between different regions of the brain in autism is generally reduced. Moreover, I will explore the prediction that such reduced connectivity is associated with abnormal behavior. While anatomical and functional evidence support reduced brain connectivity in autism, this has never been tested at the whole-brain level. In this application, I propose to acquire resting-state and stimulus-evoked Blood Oxygenation Level Dependent (BOLD) activity across the entire brain in high-functioning adults with autism and matched healthy control participants. A measure of functional connectivity will be derived from the resting-state BOLD activity, by examining the functional coupling across all regions of the brain in a pairwise manner. In each of 4 specific aims, I will test the following hypotheses: (1) that the autistic brain is generally less connected than normal, but that there is anatomical specificity to this reduction, (2) that the functional responsivity of the entire brain can be examined simultaneously in autism using complex naturalistic stimuli, and can be used to reveal which regions function abnormally in autism, (3) that abnormal resting-state functional connectivity is associated with reduced evoked activity in those same regions, and (4) that the functional properties of broadly distributed brain regions contain information that can be used to predict a diagnosis of autism. Aims 1 & 2 will be carried out during the training phase (K99) of the grant, while Aims 3 & 4 will be completed during the independent phase (R00). The training component will consist of learning state-of-the-art functional imaging methods at the Caltech Brain Imaging Center, together with statistical techniques for pattern classification. Together, these studies will provide the first comprehensive picture of brain connectivity and brain activity in autism, and set the direction for my future career.  PROJECT NARRATIVE: These studies will provide mentored training and research to help better understand brain connectivity in autism. This will be important information for guiding future diagnoses and intervention.",
Evaluating associations between trauma-related characteristics and functional recovery in individuals with spinal cord injury,"Evaluating associations between trauma-related characteristics and functional recovery in individuals with spinal cord injury Project Summary World Health Organization established that every year, around the world, between 250,000 and 500,000 people suffer a spinal cord injury (SCI). While existing research suggests links between the injury event, early care, and rehabilitation outcomes, there still remains a critical knowledge gap – about how characteristics associated with trauma and acute phases of SCI can allow us to better understand functional recovery post- SCI. In the past, this research was partly hampered due to databases that either focused on trauma-care or inpatient rehabilitation. However, using advanced analytical methods, we are now in a position to combine databases that contain trauma and acute phase-related variables with patient-level characteristics to assess longitudinal functional recovery over time. Trauma and acute phase-related variables include type of trauma, cause of injury, process of care, clinical data, and outcome data during acute care. The overall objective of this study is to use trauma and acute phase-related variables to explain the longitudinal functional recovery of individuals with SCI, from acute to post-acute to community. This will be achieved by probabilistically linking the Pennsylvania Trauma Systems Outcomes Study (PTOS) database with the National Spinal Cord Injury Model Systems (SCIMS) database. The PTOS and SCIMS databases provide complimentary information about trauma and acute phases of SCI from acute hospital to inpatient rehabilitation facility (IRF) to community. The long-term goal of our research is to identify trauma and acute phase-related variables that can be utilized during acute care and post-acute rehabilitation interventions to improve clinical decision making, which in turn enhances rehabilitation programs.The central hypothesis of this proposal is that trauma and acute phase- related variables, combined with patient-level characteristics, will significantly predict longitudinal functional recovery in individuals post-SCI. Our hypothesis is guided by prior research and our pilot work with the PTOS database. A primary objective of this proposal is to examine the association between trauma and acute phase- related variables with functional improvements during IRF in individuals with traumatic SCI using machine learning ensemble methods (Aim 1). A secondary objective of this study is to develop longitudinal trajectories of functional recovery over a period of 1-year post-SCI taking into account trauma, acute phase, and patient- level characteristics during acute, post-acute, and community living using growth curve modelling (Aim 2). The proposed study will yield novel insights about the relationship between trauma and acute phase-related variables with functional status. Project Narrative World Health Organization has reported that every year, around the world, between 250,000 and 500,000 people suffer a spinal cord injury (SCI). The overall objective of this study is to use trauma, acute, and patient- level characteristics to explain the functional recovery of individuals with SCI over time, post-injury.",
SINGLE-UNIT ZERO ORDER DRUG DELIVERY SYSTEM,"SINGLE-UNIT ZERO ORDER DRUG DELIVERY SYSTEM Many of the new drug delivery systems (DDS) are designed to deliver drug at a controlled rate over an extended period of time. This extended drug delivery results in plasma drug levels within the therapeutic range longer than expected from the biological half-life of the drug, thereby prolonging the pharmacological benefits of the drug, while minimizing ineffective or toxic concentrations.  The DDS should maintain a constant (zero-order) drug delivery rate for 10 to 14 hours, and be easily adaptable to a variety of drugs, requiring different delivery rates.  One such design involves press-coating a drug core with a rate controlling membrane.  The rate of drug delivery is modified by altering the porosity of the coating, which changes and rate of water penetration, and thus alters the core dissolution profile and rate of drug release.  To predictably modify drug delivery rate by incorporation of porosity modifiers in the coating, requires an understanding of the interplay between physical-chemical properties of the porosity modifier and the change in DDS porosity/surface area.  This proposal investigates relationships between properties of porosity modifiers and coating porosity/surface area, which are used in the design of a cost effective press-coated DDS.  Powder characteristics and compression profiles of core and coating materials are used in the selection of proper approaches to the initial DDS design.  To alter drug release, porosity modifiers of different properties are incorporated into the coating.  The dependence of the rate and extent of porosity/surface area modifications on the porosity modifier properties and subsequent influence on drug delivery rate will be studied.  The relationships will be tested by determining the accuracy with which drug delivery profile can be predicted by apriori selection of porosity modifier with cores of varying dissolution profiles.  Future studies will involve a series of drugs with different properties and the in-vivo evaluation of the DDS. The relationships developed in this investigation will allow use of the same DDS housing, which is adaptable to drugs requiring different delivery rates.  This reduces the time and cost involved in developing DDS for new drug entities.  n/a",
