Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Years of Availability,Citations per thousand dollars of funding per year,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Description,Category,Clinical/Technical,Centroids,%R01,%U01,%R44,%U24,%R21,%U54
12,20,4002275,0.0,nan,nan,nan,nan,0,0.0,0,nan,100883.26508361562,0,-0.02646573125950625,-0.14189353454458684,0.08896207202557435,0.04958075615293236, , , ,"['decision making', 'investigation', 'acquisition', 'matrix', 'mapping', 'cardiac', 'signal', 'task', 'role', 'injury', 'period', 'cognitive', 'image analysis', 'expertise', 'plasma']",0.55,0.0,0.2,0.0,0.05,0.0
13,5,722439,0.0,nan,nan,nan,nan,0,0.0,0,nan,17820.429471248295,0,-0.03143929301320867,-0.1450787344850105,0.08220014845859314,1.0, , , ,"['oncocin', 'planning', 'consultation', 'response', 'basic', 'protocol', 'clinician', 'particularly', 'strategy', 'cycle', 'new technique', 'intervention', 'represent', 'initial', 'structured']",0.0,0.2,0.0,0.0,0.2,0.0
14,7,918652,0.0,nan,nan,nan,nan,0,0.0,0,nan,23293.40098006617,1342883,-0.02485936520104106,-0.1258555052137526,0.07613677481167047,0.455304100844213, , , ,"['chemical', 'specie', 'communication', 'define', 'unique', 'pattern recognition', 'difference', 'organic', 'analytical', 'employed', 'identify', 'role', 'nature', 'signal', 'synthetic']",0.0,0.0,0.2857142857142857,0.0,0.0,0.0
15,1,94225,0.0,nan,nan,nan,nan,0,0.0,0,nan,2242.818442802059,0,-0.03912571460957801,-0.23738888422216406,0.15913745500300805,0.0, , , ,"['caduceus', 'intend', 'procedure', 'mode', 'provides', 'permit', 'refine', 'medical knowledge', 'protocol', 'value', 'period', 'distribution', 'clinical decision', 'accuracy', 'specifically']",0.0,0.0,0.0,0.0,0.0,0.0
16,5,691549,0.0,nan,nan,nan,nan,0,0.0,0,nan,17465.701302195583,213780,-0.025992753742336967,-0.14671495911144075,0.09472945162676681,0.8317322324619058, , , ,"['trachoma', 'infection', 'eye', 'host', 'response', 'virus', 'variation', 'associated', 'role', 'factor', 'environmental', 'examine', 'trial', 'refinement', 'induced']",0.2,0.0,0.2,0.0,0.0,0.0
17,372,81949598,24.0,0.0,0.25,nan,nan,1,0.29286293753387294,39,7.509306090612128e-06,2059542.2684203081,1776913457,-0.02709623871510641,-0.12119082359801625,0.06699834616780342,-0.06260779426494234, , , ,"['sequence', 'reasoning', 'imaging', 'dna', 'tumor', 'receptor', 'dynamic', 'drug', 'simulation', 'methodology', 'device', 'database', 'cancer', 'interpretation', 'sleep']",0.43010752688172044,0.0,0.11559139784946236,0.0,0.005376344086021506,0.0
18,5,763615,0.0,nan,nan,nan,nan,0,0.0,0,nan,18929.766736922636,0,-0.030263125102996787,-0.14514877653225763,0.08462252632626405,1.0, , , ,"['exercise', 'school', 'education', 'intervention', 'clinical decision', 'measured', 'content', 'serve', 'concept', 'science', 'score', 'decision support', 'coronary artery', 'computer science', 'artery']",0.4,0.0,0.2,0.0,0.0,0.0
19,5,834537,0.0,nan,nan,nan,nan,0,0.0,0,nan,20738.338925571014,13751960,-0.029812895711566957,-0.15078765586118884,0.09116186443805493,1.0, , , ,"['lung', 'induced', 'intend', 'biochemistry', 'probability', 'conducted', 'ass', 'shown', 'long term', 'relevant', 'series', 'body', 'detailed', 'drug', 'long']",0.2,0.0,0.2,0.0,0.0,0.0
20,5,789612,0.0,nan,nan,nan,nan,0,0.0,0,nan,19953.34310458724,0,-0.025705088287139882,-0.1287739141418316,0.07736373756755183,1.0, , , ,"['computer resource', 'biology', 'molecular biology', 'genetics', 'gene', 'evolution', 'sequence', 'rna', 'regulation', 'scientist', 'developmental', 'dna', 'unknown', 'coupled', 'provides']",0.4,0.0,0.2,0.0,0.0,0.0
21,5,1337121,0.0,nan,nan,nan,nan,0,0.0,0,nan,34124.441159870046,0,-0.023408513380223803,-0.12990628925459805,0.08308926249415044,1.0, , , ,"['ai', 'computer science', 'facility', 'national', 'aspect', 'science', 'health', 'community', 'computer resource', 'essential', 'advanced', 'selection', 'class', 'spectral', 'selected']",0.8,0.0,0.0,0.0,0.0,0.0
22,5,1252044,24.0,0.0,0.25,nan,nan,1,19.16865541466594,39,0.0004915039849914342,31637.532988902898,2304961,-0.025812891494612435,-0.12060714929915793,0.06898136630993305,0.772557317458785, , , ,"['gait', 'cycle', 'pattern recognition', 'selection', 'explanation', 'pathology', 'muscle', 'center', 'criterion', 'national', 'significant', 'statistical', 'reasoning', 'limited', 'stroke']",0.6,0.0,0.0,0.0,0.0,0.0
23,4,414328,0.0,nan,nan,nan,nan,0,0.0,0,nan,10238.630749135335,473414,-0.031084354505984377,-0.1352464941705447,0.07307778515857596,1.0, , , ,"['mass', 'spectrometry', 'mass spectrometry', 'novel', 'natural', 'product', 'chemical', 'intend', 'class', 'spectral', 'molecule', 'acid', 'location', 'synthesis', 'organic']",0.25,0.0,0.0,0.0,0.0,0.0
24,5,860416,0.0,nan,nan,nan,nan,0,0.0,0,nan,21680.93236352973,1113806,-0.026476519334220183,-0.12663373979856815,0.07368070113012778,0.7281194676821149, , , ,"['mass', 'spectrum', 'ion', 'mass spectrometry', 'spectrometry', 'determination', 'source', 'compound', 'organic', 'molecule', 'specie', 'mode', 'direct', 'instrument', 'intelligent']",0.6,0.0,0.0,0.0,0.0,0.0
25,5,1266789,0.0,nan,nan,nan,nan,0,0.0,0,nan,30836.147375941146,0,-0.034029651140827635,-0.13337324760587974,0.06531394532422446,0.7348328565627925, , , ,"['image analysis', 'virus', 'microscopy', 'host', 'electron microscopy', 'electron', 'biological', 'natural', 'question', 'respiratory', 'concentration', 'implementation', 'new technique', 'overall', 'efficient']",0.4,0.0,0.2,0.0,0.0,0.0
26,6,979962,0.0,nan,nan,nan,nan,0,0.0,0,nan,24755.063873554267,1131512,-0.02600727439406015,-0.15791605932221942,0.10590151053409913,0.6300974096973756, , , ,"['muscle', 'nerve', 'proposed project', 'ii', 'device', 'lead', 'case', 'currently', 'effort', 'image analysis', 'instrument', 'phase ii', 'independent', 'basic', 'alternative']",0.5,0.0,0.0,0.0,0.0,0.0
27,5,722628,0.0,nan,nan,nan,nan,0,0.0,0,nan,18505.253670383707,0,-0.022460920077935403,-0.12886315028929596,0.08394131013342514,0.7459066917431979, , , ,"['albopictus', 'specie', 'genetic', 'dengue', 'chromosome', 'variation', 'population', 'characterize', 'genetics', 'series', 'proposed research', 'specific aim', 'locus', 'enzyme', 'term objective']",0.2,0.0,0.2,0.0,0.0,0.0
28,5,890827,0.0,nan,nan,nan,nan,0,0.0,0,nan,22126.04648770885,0,-0.029922941050619576,-0.14673492925140658,0.08688904715016742,0.864176562077294, , , ,"['synthetic', 'synthesis', 'organic', 'strategy', 'graphical', 'heuristic', 'principle', 'range', 'digital', 'chemical', 'effective', 'involving', 'search', 'employed', 'database']",0.8,0.0,0.0,0.0,0.0,0.0
29,4,370300,0.0,nan,nan,nan,nan,0,0.0,0,nan,9245.113648473132,0,-0.028598858184937802,-0.15036490162082033,0.09316718525094472,1.0, , , ,"['sensitivity', 'outcome', 'child', 'dimensional', 'procedure', 'stimulus', 'correlate', 'independent', 'low', 'aspect', 'signal', 'extend', 'detection', 'school', 'map']",0.0,0.0,0.0,0.0,0.0,0.0
